yORF	gene name	GFP tagged?	GFP visualized?	abundance	localization summary	
YPR024W	YME1	tagged	visualized	20100	mitochondrion	
YDL211C		tagged	visualized	3360	vacuole	
YNL243W	SLA2	tagged	visualized	40600	punctate composite	
YIL087C		tagged	visualized	not visualized	mitochondrion	
YNL116W		tagged	visualized	1750	cytoplasm	
YER102W	RPS8B	tagged	visualized	14400	cytoplasm	
YNL083W		tagged	visualized	1170	mitochondrion	
YDR533C		tagged	visualized	358	cytoplasm,nucleus	
YAR044W	OSH1	tagged	visualized	846	punctate composite	
YOR228C		tagged	visualized	not visualized	mitochondrion	
YHR057C	CPR2	tagged	visualized	339	ambiguous	
YMR175W	SIP18	tagged	visualized	2300	cytoplasm	
YOR350C	MNE1	tagged	visualized	861	mitochondrion	
YGL201C	MCM6	tagged	visualized	13400	cytoplasm,nucleus	
YMR059W	SEN15	tagged	visualized	not visualized	mitochondrion	
YOR116C	RPO31	tagged	visualized	6020	nucleus	
YJL130C	URA2	tagged	visualized	11000	cytoplasm	
YOR312C	RPL20B	tagged	visualized	technical problem	cytoplasm	
YMR277W	FCP1	tagged	visualized	6550	nucleus	
YBL038W	MRPL16	tagged	visualized	2880	mitochondrion	
YKL052C	ASK1	tagged	visualized	2840	spindle pole	
YDR152W	GIR2	tagged	visualized	10300	cytoplasm	
YMR004W	MVP1	tagged	visualized	2210	endosome	
YER070W	RNR1	tagged	visualized	293000	ambiguous	
YER161C	SPT2	tagged	visualized	1240	nucleus	
YNL217W		tagged	visualized	low signal	vacuole	
YEL002C	WBP1	tagged	visualized	14900	ER	
YER011W	TIR1	tagged	visualized	623	ER	
YPR169W	JIP5	tagged	visualized	7750	nucleolus,nucleus	
YDR070C		tagged	visualized	937	mitochondrion	
YOR026W	BUB3	tagged	visualized	1430	cytoplasm,nucleus	
YFL010C	WWM1	tagged	visualized	6020	cytoplasm,nucleus	
YGR122W		tagged	visualized	technical problem	cytoplasm	
YOL010W	RCL1	tagged	visualized	10000	nucleolus,nucleus	
YLR420W	URA4	tagged	visualized	12700	cytoplasm,nucleus	
YLR143W		tagged	visualized	2270	cytoplasm	
YPL245W		tagged	visualized	1130	cytoplasm,nucleus	
YML103C	NUP188	tagged	visualized	11700	nuclear periphery	
YKR057W	RPS21A	tagged	visualized	27400	cytoplasm	
YEL015W	EDC3	tagged	visualized	2340	punctate composite	
YNR049C	MSO1	tagged	visualized	1380	ambiguous,bud neck,cytoplasm,bud	
YDR165W	TRM82	tagged	visualized	5910	nucleus	
YCR021C	HSP30	tagged	visualized	7800	ambiguous	
YDR073W	SNF11	tagged	visualized	1030	nucleus	
YNL042W	BOP3	tagged	visualized	not visualized	cytoplasm,nucleus	
YDL120W	YFH1	tagged	visualized	1560	mitochondrion	
YMR001C	CDC5	tagged	visualized	1480	bud neck,nucleus	
YLR175W	CBF5	tagged	visualized	33600	nucleolus	
YIL161W		tagged	visualized	1230	cytoplasm	
YDR510W	SMT3	tagged	visualized	2940	cytoplasm,nucleus	
YDR264C	AKR1	tagged	visualized	4070	Golgi,early Golgi	
YLR409C	UTP21	tagged	visualized	2020	nucleus	
YJR145C	RPS4A	tagged	visualized	573	cytoplasm	
YMR064W	AEP1	tagged	visualized	504	mitochondrion	
YDL132W	CDC53	tagged	visualized	377	cytoplasm,nucleus	
YEL027W	CUP5	tagged	visualized	8450	ER	
YPL075W	GCR1	tagged	visualized	259	cytoplasm,nucleus	
YOR214C		tagged	visualized	technical problem	ER	
YGR260W	TNA1	tagged	visualized	technical problem	ER	
YER118C	SHO1	tagged	visualized	2330	bud neck,cytoplasm,cell periphery	
YER028C	MIG3	tagged	visualized	not visualized	cytoplasm,nucleus	
YLR106C	MDN1	tagged	visualized	538	cytoplasm,nucleus	
YML058W-A	HUG1	tagged	visualized	technical problem	cytoplasm	
YJL065C		tagged	visualized	3390	nucleus	
YDR234W	LYS4	tagged	visualized	7350	mitochondrion	
YNL053W	MSG5	tagged	visualized	538	cytoplasm	
YPR028W	YOP1	tagged	visualized	1760	ER	
YMR311C	GLC8	tagged	visualized	3440	cytoplasm,nucleus	
YLR372W	SUR4	tagged	visualized	technical problem	ER	
YLR448W	RPL6B	tagged	visualized	38400	cytoplasm	
YAR071W	PHO11	tagged	visualized	1460	vacuole	
YGR075C	PRP38	tagged	visualized	2380	nucleus	
YDL098C	SNU23	tagged	visualized	907	nucleus	
YKL146W	AVT3	tagged	visualized	not visualized	ER	
YKL105C		tagged	visualized	538	ambiguous	
YBR119W	MUD1	tagged	visualized	2950	nucleus	
YPR163C	TIF3	tagged	visualized	24000	cytoplasm	
YDR181C	SAS4	tagged	visualized	768	ambiguous,cytoplasm,nucleus	
YBR247C	ENP1	tagged	visualized	21600	cytoplasm,nucleolus,nucleus	
YOL090W	MSH2	tagged	visualized	1230	nucleus	
YNL062C	GCD10	tagged	visualized	2580	nucleus	
YLR180W	SAM1	tagged	visualized	103000	cytoplasm	
YIR003W		tagged	visualized	450	actin	
YNL307C	MCK1	tagged	visualized	396	cytoplasm,nucleus	
YLR436C	ECM30	tagged	visualized	1080	cytoplasm	
YDR219C		tagged	visualized	1360	mitochondrion	
YNL223W	AUT2	tagged	visualized	3300	cytoplasm,nucleus	
YHR116W		tagged	visualized	1360	cytoplasm	
YDR071C		tagged	visualized	8680	cytoplasm	
YLR450W	HMG2	tagged	visualized	149	nuclear periphery	
YJL155C	FBP26	tagged	visualized	1680	cytoplasm	
YMR270C	RRN9	tagged	visualized	low signal	nucleolus	
YGL163C	RAD54	tagged	visualized	low signal	cytoplasm,nucleus	
YLR265C	NEJ1	tagged	visualized	377	cytoplasm,nucleus	
YGL020C	MDM39	tagged	visualized	2250	ER	
YGR100W	MDR1	tagged	visualized	768	cytoplasm	
YLR298C	YHC1	tagged	visualized	2140	nucleus	
YLR109W	AHP1	tagged	visualized	16200	cytoplasm,nucleus	
YMR318C	ADH6	tagged	visualized	21700	cytoplasm,nucleus	
YFR025C	HIS2	tagged	visualized	4280	cytoplasm	
YMR162C	DNF3	tagged	visualized	low signal	cytoplasm	
YHR200W	RPN10	tagged	visualized	17200	cytoplasm,nucleus	
YDR443C	SSN2	tagged	visualized	low signal	cytoplasm,nucleus	
YNL044W	YIP3	tagged	visualized	5500	Golgi,early Golgi	
YDL233W		tagged	visualized	1010	cytoplasm,nucleus	
YPR161C	SGV1	tagged	visualized	2070	nucleus	
YBL111C		tagged	visualized	279	ambiguous	
YIL103W		tagged	visualized	2530	cytoplasm	
YDR232W	HEM1	tagged	visualized	22600	mitochondrion	
YDL021W	GPM2	tagged	visualized	2020	cytoplasm,nucleus	
YPL175W	SPT14	tagged	visualized	1480	ambiguous	
YOR267C	HRK1	tagged	visualized	300	cytoplasm	
YBL098W	BNA4	tagged	visualized	556	mitochondrion	
YOL049W	GSH2	tagged	visualized	3430	cytoplasm	
YBR302C	COS2	tagged	visualized	low signal	vacuole	
YLL022C	HIF1	tagged	visualized	4550	nucleus	
YKL051W	SFK1	tagged	visualized	technical problem	cell periphery	
YGR008C	STF2	tagged	visualized	5330	cytoplasm,nucleus	
YPL024W	NCE4	tagged	visualized	1500	cytoplasm,nucleus	
YJR068W	RFC2	tagged	visualized	4610	nucleus	
YHR131C		tagged	visualized	172	cytoplasm	
YML095C	RAD10	tagged	visualized	not visualized	cytoplasm,nucleus	
YGL155W	CDC43	tagged	visualized	3940	cytoplasm,nucleus	
YKL162C		tagged	visualized	1100	mitochondrion	
YOR336W	KRE5	tagged	visualized	815	vacuole	
YIL153W	RRD1	tagged	visualized	4590	cytoplasm,nucleus	
YDR244W	PEX5	tagged	visualized	2070	peroxisome	
YPL274W	SAM3	tagged	visualized	1300	ER	
YGL110C	CUE3	tagged	visualized	6300	cytoplasm	
YKR074W		tagged	visualized	1230	ambiguous,cytoplasm,nucleus	
YOR070C	GYP1	tagged	visualized	206	cytoplasm,punctate composite	
YOR231W	MKK1	tagged	visualized	1040	ambiguous	
YOL077C	BRX1	tagged	visualized	13200	nucleolus,nucleus	
YGR237C		tagged	visualized	1050	cytoplasm	
YLR404W		tagged	visualized	846	ambiguous	
YOR022C		tagged	visualized	736	mitochondrion	
YIL051C	MMF1	tagged	visualized	168000	mitochondrion	
YOR191W	RIS1	tagged	visualized	low signal	nucleus	
YMR129W	POM152	tagged	visualized	3410	nuclear periphery	
YAR019C	CDC15	tagged	visualized	238	ambiguous,spindle pole	
YNR052C	POP2	tagged	visualized	1520	cytoplasm,mitochondrion	
YBL105C	PKC1	tagged	visualized	not visualized	ambiguous,bud neck,cytoplasm,bud	
YMR027W	HRT2	tagged	visualized	6190	cytoplasm,nucleus	
YDR453C	TSA2	tagged	visualized	4820	cytoplasm	
YDR302W	GPI11	tagged	visualized	technical problem	ER	
YDR191W	HST4	tagged	visualized	377	cytoplasm,nucleus	
YAL008W	FUN14	tagged	visualized	1920	mitochondrion	
YDR059C	UBC5	tagged	visualized	981	cytoplasm,nucleus	
YHR083W		tagged	visualized	1470	mitochondrion	
YOR213C	SAS5	tagged	visualized	1800	cytoplasm,nucleus	
YJR132W	NMD5	tagged	visualized	13500	cytoplasm,nucleus	
YJL117W	PHO86	tagged	visualized	not visualized	ER	
YNL172W	APC1	tagged	visualized	178	cytoplasm,nucleus,spindle pole	
YNL290W	RFC3	tagged	visualized	3140	nucleus	
YMR252C		tagged	visualized	172	mitochondrion	
YJR154W		tagged	visualized	1600	cytoplasm	
YER064C		tagged	visualized	1730	nucleus	
YCL001W	RER1	tagged	visualized	2840	punctate composite	
YGR062C	COX18	tagged	visualized	468	mitochondrion	
YLL026W	HSP104	tagged	visualized	32800	cytoplasm	
YJL035C	TAD2	tagged	visualized	830	cytoplasm,nucleus	
YPR118W		tagged	visualized	922	cytoplasm,nucleus	
YDR087C	RRP1	tagged	visualized	6960	nucleolus,nucleus	
YIL045W	PIG2	tagged	visualized	996	cytoplasm,punctate composite	
YOR317W	FAA1	tagged	visualized	7470	ER	
YOR370C	MRS6	tagged	visualized	23800	cytoplasm,nucleus	
YOR270C	VPH1	tagged	visualized	55700	vacuolar membrane	
YKL019W	RAM2	tagged	visualized	396	vacuole	
YOL043C	NTG2	tagged	visualized	125	mitochondrion	
YGR129W	SYF2	tagged	visualized	2460	nucleus	
YJR092W	BUD4	tagged	visualized	1600	bud neck	
YHL001W	RPL14B	tagged	visualized	35100	cytoplasm	
YNL258C	DSL1	tagged	visualized	8970	ER	
YJR122W	CAF17	tagged	visualized	2960	mitochondrion	
YMR062C	ECM40	tagged	visualized	not visualized	mitochondrion	
YBR172C	SMY2	tagged	visualized	486	cytoplasm	
YCR038C	BUD5	tagged	visualized	2110	bud neck,cell periphery	
YMR239C	RNT1	tagged	visualized	4970	nucleolus,nucleus	
YJL056C	ZAP1	tagged	visualized	low signal	cytoplasm,nucleus	
YNR044W	AGA1	tagged	visualized	not visualized	ER,ambiguous	
YJL196C	ELO1	tagged	visualized	937	ER	
YNL255C	GIS2	tagged	visualized	96700	cytoplasm	
YML048W	GSF2	tagged	visualized	21400	ER	
YKR094C	RPL40B	tagged	visualized	28200	cytoplasm	
YPL060W	LPE10	tagged	visualized	396	mitochondrion	
YER016W	BIM1	tagged	visualized	3630	microtubule	
YEL020C		tagged	visualized	not visualized	cytoplasm	
YOR006C		tagged	visualized	3610	cytoplasm,nucleus	
YDR320C	SWA2	tagged	visualized	768	ambiguous	
YDR012W	RPL4B	tagged	visualized	151000	cytoplasm	
YJR096W		tagged	visualized	6960	cytoplasm,nucleus	
YKL054C	DEF1	tagged	visualized	3380	cytoplasm	
YGL062W	PYC1	tagged	visualized	12500	cytoplasm	
YHR043C	DOG2	tagged	visualized	2400	cytoplasm,nucleus	
YPL212C	PUS1	tagged	visualized	8130	nucleus	
YBR275C	RIF1	tagged	visualized	low signal	nucleus	
YLR275W	SMD2	tagged	visualized	799	nucleus	
YKL204W	EAP1	tagged	visualized	3240	cytoplasm	
YHR034C		tagged	visualized	2610	cytoplasm,nucleus	
YNL305C		tagged	visualized	not visualized	vacuole	
YML127W	RSC9	tagged	visualized	2610	nucleus	
YEL014C		tagged	visualized	not visualized	cytoplasm	
YMR163C		tagged	visualized	736	ambiguous,punctate composite,bud	
YCR071C	IMG2	tagged	visualized	1710	mitochondrion	
YNR054C		tagged	visualized	12800	cytoplasm,nucleolus	
YJL128C	PBS2	tagged	visualized	2160	cytoplasm	
YGR253C	PUP2	tagged	visualized	17100	cytoplasm,nucleus	
YIL156W	UBP7	tagged	visualized	606	cytoplasm	
YMR215W	GAS3	tagged	visualized	16400	ER,cytoplasm	
YPR125W		tagged	visualized	11300	mitochondrion	
YCR009C	RVS161	tagged	visualized	7390	cytoplasm,actin	
YER140W		tagged	visualized	not visualized	ambiguous	
YCR024C	PMP1	tagged	visualized	784	mitochondrion	
YDR399W	HPT1	tagged	visualized	36500	cytoplasm,nucleus	
YGL173C	KEM1	tagged	visualized	11700	cytoplasm	
YHR189W	PTH1	tagged	visualized	339	mitochondrion	
YDL145C	COP1	tagged	visualized	15200	Golgi,early Golgi	
YDL052C	SLC1	tagged	visualized	technical problem	ER	
YPL180W	BIT89	tagged	visualized	243	vacuolar membrane	
YOR363C	PIP2	tagged	visualized	low signal	cytoplasm,nucleus	
YNL125C	ESBP6	tagged	visualized	not visualized	ER	
YHR207C	SET5	tagged	visualized	5000	cytoplasm,nucleus	
YOL087C		tagged	visualized	589	cytoplasm	
YGL189C	RPS26A	tagged	visualized	16300	cytoplasm	
YNL040W		tagged	visualized	1470	cytoplasm	
YGL064C	MRH4	tagged	visualized	736	mitochondrion	
YJL161W		tagged	visualized	low signal	mitochondrion	
YGL090W	LIF1	tagged	visualized	876	cytoplasm,nucleus	
YBR194W	SOY1	tagged	visualized	low signal	nucleus	
YKR022C		tagged	visualized	892	ER,cytoplasm,nucleus	
YOR206W	NOC2	tagged	visualized	29000	nucleolus,nucleus	
YML049C	RSE1	tagged	visualized	not visualized	cytoplasm	
YDR371W	CTS2	tagged	visualized	3050	cytoplasm	
YGL057C		tagged	visualized	low signal	mitochondrion	
YIL119C	RPI1	tagged	visualized	1340	cytoplasm,nucleus	
YLR084C	RAX2	tagged	visualized	3670	bud neck,cell periphery	
YGL148W	ARO2	tagged	visualized	2310	cytoplasm	
YHR084W	STE12	tagged	visualized	1920	nucleus	
YBL023C	MCM2	tagged	visualized	1690	cytoplasm,nucleus	
YDR225W	HTA1	tagged	visualized	not visualized	vacuole	
YCL055W	KAR4	tagged	visualized	1690	cytoplasm,nucleus	
YGR247W	CPD1	tagged	visualized	1520	late Golgi	
YPR031W	NTO1	tagged	visualized	172	cytoplasm,nucleus	
YLR281C		tagged	visualized	technical problem	mitochondrion	
YFL029C	CAK1	tagged	visualized	technical problem	cytoplasm	
YHR001W-A	QCR10	tagged	visualized	5590	mitochondrion	
YDR036C	EHD3	tagged	visualized	3950	mitochondrion	
YJL210W	PEX2	tagged	visualized	339	peroxisome	
YJR117W	STE24	tagged	visualized	19600	ER	
YLR350W	ORM2	tagged	visualized	5240	ER	
YJL107C		tagged	visualized	1480		
YLR067C	PET309	tagged	visualized	1160	mitochondrion,punctate composite	
YLR225C		tagged	visualized	3990	cytoplasm	
YDR416W	SYF1	tagged	visualized	2170	nucleus	
YCR020W-B	HTL1	tagged	visualized	3550	nucleus	
YER054C	GIP2	tagged	visualized	125	cytoplasm,punctate composite	
YBR222C	PCS60	tagged	visualized	8770	cytoplasm	
YCL009C	ILV6	tagged	visualized	15800	mitochondrion	
YDL213C	NOP6	tagged	visualized	8970	nucleolus	
YJR047C	ANB1	tagged	visualized	14200	cytoplasm	
YKL071W		tagged	visualized	not visualized	cytoplasm	
YDL156W		tagged	visualized	3810	cytoplasm,nucleus	
YHR089C	GAR1	tagged	visualized	5730	nucleolus	
YGL014W	PUF4	tagged	visualized	721	cytoplasm	
YML026C	RPS18B	tagged	visualized	112000	cytoplasm	
YOR043W	WHI2	tagged	visualized	1800	cell periphery	
YJR121W	ATP2	tagged	visualized	164000	mitochondrion	
YPL085W	SEC16	tagged	visualized	358	ER to Golgi	
YPL137C		tagged	visualized	656	ER,cytoplasm	
YMR058W	FET3	tagged	visualized	1050	ER,cell periphery,bud	
YHR039C	MSC7	tagged	visualized	2500	ER	
YNL037C	IDH1	tagged	visualized	10500	mitochondrion	
YPR115W		tagged	visualized	300	cytoplasm	
YPL081W	RPS9A	tagged	visualized	106000	cytoplasm	
YOR386W	PHR1	tagged	visualized	688	cytoplasm,nucleus	
YHL011C	PRS3	tagged	visualized	not visualized	cytoplasm	
YKR060W	UTP30	tagged	visualized	3060	nucleolus,nucleus	
YEL073C		tagged	visualized	not visualized	ambiguous	
YEL022W	GEA2	tagged	visualized	7700	cytoplasm,early Golgi	
YGR001C		tagged	visualized	3060	cytoplasm	
YER029C	SMB1	tagged	visualized	861	nucleus	
YLR287C	RPS30A	tagged	visualized	9100	cytoplasm	
YBR193C	MED8	tagged	visualized	937	ambiguous	
YOR274W	MOD5	tagged	visualized	2020	cytoplasm,nucleus	
YDR252W	BTT1	tagged	visualized	1820	cytoplasm	
YIL068C	SEC6	tagged	visualized	1080	ambiguous,bud neck,cell periphery,bud	
YLL031C	GPI13	tagged	visualized	300	ER	
YDR514C		tagged	visualized	125	mitochondrion,nucleus	
YER100W	UBC6	tagged	visualized	1900	ER	
YJL048C		tagged	visualized	1340	nuclear periphery	
YPL209C	IPL1	tagged	visualized	149	microtubule	
YOR089C	VPS21	tagged	visualized	8760	cytoplasm,nucleus	
YHR103W	SBE22	tagged	visualized	low signal	cytoplasm	
YBR197C		tagged	visualized	1360	cytoplasm,nucleus	
YNL273W	TOF1	tagged	visualized	952	nucleus	
YOR117W	RPT5	tagged	visualized	not visualized	nucleus	
YFR028C	CDC14	tagged	visualized	8550	nucleolus	
YMR170C	ALD2	tagged	visualized	2070	cytoplasm,nucleus	
YDR055W	PST1	tagged	visualized	11700	ER	
YDL111C	RRP42	tagged	visualized	7110	cytoplasm,nucleolus,nucleus	
YPL213W	LEA1	tagged	visualized	3630	nucleus	
YCL032W	STE50	tagged	visualized	1670	cytoplasm	
YDR345C	HXT3	tagged	visualized	37200	cell periphery,vacuole	
YMR047C	NUP116	tagged	visualized	not visualized	cytoplasm,nucleus	
YLR228C	ECM22	tagged	visualized	78.6	cytoplasm,nucleus	
YLR429W	CRN1	tagged	visualized	2900	actin	
YGR286C	BIO2	tagged	visualized	504	mitochondrion	
YFL017C	GNA1	tagged	visualized	2550	cytoplasm,nucleus	
YGL232W		tagged	visualized	2630	cytoplasm,nucleus	
YDL022W	GPD1	tagged	visualized	807	peroxisome	
YDL108W	KIN28	tagged	visualized	4400	nucleus	
YHL007C	STE20	tagged	visualized	259	cytoplasm,bud	
YMR194W	RPL36A	tagged	visualized	31600	cytoplasm	
YPL227C	ALG5	tagged	visualized	5800	ER	
YPL022W	RAD1	tagged	visualized	1400	nucleus	
YKR002W	PAP1	tagged	visualized	17100	nucleus	
YDR100W	TVP15	tagged	visualized	4540	early Golgi	
YAL019W	FUN30	tagged	visualized	6800	nucleus	
YDL074C	BRE1	tagged	visualized	2980	nucleus	
YMR083W	ADH3	tagged	visualized	11600	mitochondrion	
YOR075W	UFE1	tagged	visualized	not visualized	ambiguous	
YGL018C	JAC1	tagged	visualized	2010	mitochondrion	
YLR407W		tagged	visualized	3140	cell periphery	
YDL174C	DLD1	tagged	visualized	10800	mitochondrion	
YHL048W	COS8	tagged	visualized	3070	ambiguous	
YIR001C	SGN1	tagged	visualized	6490	cytoplasm	
YKL191W	DPH2	tagged	visualized	3490	cytoplasm	
YER183C	FAU1	tagged	visualized	468	ambiguous	
YLR072W		tagged	visualized	672	mitochondrion,punctate composite	
YOR216C	RUD3	tagged	visualized	7620	punctate composite,Golgi	
YDR129C	SAC6	tagged	visualized	3510	actin	
YPL004C	LSP1	tagged	visualized	104000	punctate composite	
YPL105C		tagged	visualized	830	cytoplasm	
YBR069C	TAT1	tagged	visualized	504	cell periphery,bud	
YKL026C	GPX1	tagged	visualized	low signal	ambiguous	
YKR054C	DYN1	tagged	visualized	195	cytoplasm	
YOL116W	MSN1	tagged	visualized	491	microtubule	
YGR261C	APL6	tagged	visualized	3570	punctate composite,Golgi,early Golgi	
YGR257C	MTM1	tagged	visualized	538	mitochondrion	
YOR340C	RPA43	tagged	visualized	4070	nucleolus	
YML017W	PSP2	tagged	visualized	2190	cytoplasm	
YPL067C		tagged	visualized	1470	cytoplasm	
YNL136W		tagged	visualized	300	nucleus	
YPR131C	NAT3	tagged	visualized	639	cytoplasm	
YJL144W		tagged	visualized	149	cytoplasm	
YDR381W	YRA1	tagged	visualized	not visualized	nucleus	
YAR027W	UIP3	tagged	visualized	1690	ambiguous	
YIL130W	GIN1	tagged	visualized	396	nucleus	
YDL047W	SIT4	tagged	visualized	3970	cytoplasm,nucleus	
YNL302C	RPS19B	tagged	visualized	3440	cytoplasm	
YGR098C	ESP1	tagged	visualized	low signal	cytoplasm,nucleus	
YFL002C	SPB4	tagged	visualized	5740	nucleolus,nucleus	
YJR007W	SUI2	tagged	visualized	17100	cytoplasm	
YCR035C	RRP43	tagged	visualized	3180	nucleolus,nucleus	
YNL330C	RPD3	tagged	visualized	3850	cytoplasm,nucleus	
YMR259C		tagged	visualized	7110	cytoplasm	
YLR392C		tagged	visualized	736	cytoplasm	
YDR253C	MET32	tagged	visualized	technical problem	cytoplasm,nucleus	
YDL085C-A		tagged	visualized	876	cytoplasm,nucleus	
YDR024W	FYV1	tagged	visualized	not visualized	cytoplasm,nucleus	
YDR204W	COQ4	tagged	visualized	not visualized	ambiguous,mitochondrion	
YHL029C		tagged	visualized	12500	cytoplasm	
YDR276C	PMP3	tagged	visualized	technical problem	ambiguous	
YHR122W		tagged	visualized	1800	cytoplasm	
YDR304C	CPR5	tagged	visualized	not visualized	vacuole	
YLR115W	CFT2	tagged	visualized	3060	nucleus	
YMR066W	SOV1	tagged	visualized	396	mitochondrion	
YOL103W	ITR2	tagged	visualized	468	ambiguous	
YKL170W	MRPL38	tagged	visualized	2460	mitochondrion	
YBR092C	PHO3	tagged	visualized	952	vacuole	
YDR421W	ARO80	tagged	visualized	319	nucleus	
YER122C	GLO3	tagged	visualized	1510	Golgi,early Golgi	
YGL207W	SPT16	tagged	visualized	18500	nucleus	
YNL074C	MLF3	tagged	visualized	not visualized	cytoplasm	
YJR048W	CYC1	tagged	visualized	7330	cytoplasm,nucleus	
YIL112W	HOS4	tagged	visualized	low signal	nucleus	
YOR288C	MPD1	tagged	visualized	830	vacuole	
YNL251C	NRD1	tagged	visualized	19600	nucleus	
YDR017C	KCS1	tagged	visualized	1940	cytoplasm	
YHR172W	SPC97	tagged	visualized	2230	spindle pole	
YDL081C	RPP1A	tagged	visualized	not visualized	cytoplasm	
YAL043C	PTA1	tagged	visualized	3730	nucleus	
YLL048C	YBT1	tagged	visualized	3000	vacuolar membrane	
YER132C	PMD1	tagged	visualized	815	cytoplasm	
YKR037C	SPC34	tagged	visualized	technical problem	spindle pole	
YBR100W		tagged	visualized	low signal	cytoplasm,nucleus	
YNL058C		tagged	visualized	low signal	vacuole	
YOR247W	SRL1	tagged	visualized	low signal	cytoplasm,vacuole	
YGL212W	VAM7	tagged	visualized	2360	cytoplasm,vacuole	
YLR386W	VAC14	tagged	visualized	12400	vacuole	
YDL063C		tagged	visualized	2600	cytoplasm,nucleus	
YDL067C	COX9	tagged	visualized	35500	mitochondrion	
YMR036C	MIH1	tagged	visualized	low signal	cytoplasm,nucleus	
YLR333C	RPS25B	tagged	visualized	162000	cytoplasm	
YML027W	YOX1	tagged	visualized	861	cytoplasm,nucleus	
YAL026C	DRS2	tagged	visualized	606	early Golgi,late Golgi	
YLL051C	FRE6	tagged	visualized	low signal	vacuole	
YMR122W-A		tagged	visualized	49500	ER,cytoplasm	
YDL017W	CDC7	tagged	visualized	1600	cytoplasm,nucleus	
YFL062W	COS4	tagged	visualized	technical problem	vacuole	
YKL160W	ELF1	tagged	visualized	5860	nucleus	
YKL213C	DOA1	tagged	visualized	6800	cytoplasm,nucleus	
YPL134C	ODC1	tagged	visualized	2840	mitochondrion	
YCR047C	BUD23	tagged	visualized	1620	cytoplasm,nucleus	
YPR119W	CLB2	tagged	visualized	339	ambiguous,nucleus	
YDR222W		tagged	visualized	1010	punctate composite	
YOR198C	BFR1	tagged	visualized	33400	ER	
YGL019W	CKB1	tagged	visualized	8120	cytoplasm,nucleus	
YLR376C	PSY3	tagged	visualized	876	cytoplasm,nucleus	
YHR174W	ENO2	tagged	visualized	2610	cytoplasm	
YJL208C	NUC1	tagged	visualized	3870	mitochondrion	
YML101C	CUE4	tagged	visualized	1850	ER	
YER147C	SCC4	tagged	visualized	907	cytoplasm,nucleus	
YGL087C	MMS2	tagged	visualized	2760	cytoplasm,nucleus	
YPL107W		tagged	visualized	2100	mitochondrion	
YPR032W	SRO7	tagged	visualized	low signal	cytoplasm,cell periphery,bud	
YJL137C	GLG2	tagged	visualized	981	cytoplasm	
YGL101W		tagged	visualized	1500	cytoplasm,nucleus	
YBR176W	ECM31	tagged	visualized	1420	mitochondrion	
YCL029C	BIK1	tagged	visualized	300	spindle pole,microtubule	
YPL010W	RET3	tagged	visualized	not visualized	punctate composite	
YDR452W	PPN1	tagged	visualized	319	vacuole	
YMR302C	PRP12	tagged	visualized	5260	mitochondrion	
YDL045C	FAD1	tagged	visualized	technical problem	cytoplasm	
YBR118W	TEF2	tagged	visualized	450	cytoplasm	
YOR303W	CPA1	tagged	visualized	2580	cytoplasm	
YJR003C		tagged	visualized	3280	mitochondrion	
YFL027C	GYP8	tagged	visualized	573	mitochondrion	
YHR135C	YCK1	tagged	visualized	1630	cytoplasm,nucleus	
YDR311W	TFB1	tagged	visualized	5150	nucleus	
YBR289W	SNF5	tagged	visualized	217	nucleus	
YKL156W	RPS27A	tagged	visualized	43300	cytoplasm	
YOR344C	TYE7	tagged	visualized	486	cytoplasm,nucleus	
YDR079W	PET100	tagged	visualized	468	mitochondrion	
YHR141C	RPL42B	tagged	visualized	3890	cytoplasm	
YPL074W	YTA6	tagged	visualized	259	cytoplasm	
YER043C	SAH1	tagged	visualized	not visualized	cytoplasm	
YOR334W	MRS2	tagged	visualized	768	mitochondrion	
YNL231C	PDR16	tagged	visualized	15400	lipid particle	
YDR390C	UBA2	tagged	visualized	18800	nucleus	
YKR018C		tagged	visualized	1770	cytoplasm,nucleus	
YMR195W	ICY1	tagged	visualized	4050	vacuolar membrane	
YNL010W		tagged	visualized	12600	cytoplasm,nucleus	
YER134C		tagged	visualized	6190	cytoplasm,nucleus	
YLL018C	DPS1	tagged	visualized	not visualized	cytoplasm	
YDL092W	SRP14	tagged	visualized	8000	ER	
YPR185W	APG13	tagged	visualized	149	cytoplasm	
YGR233C	PHO81	tagged	visualized	2930	cytoplasm,nucleus	
YDL101C	DUN1	tagged	visualized	3480	nucleus	
YHR023W	MYO1	tagged	visualized	2140	bud neck	
YDR035W	ARO3	tagged	visualized	8970	cytoplasm,nucleus	
YJR010C-A	SPC1	tagged	visualized	5550	ER	
YHR021C	RPS27B	tagged	visualized	technical problem	cytoplasm	
YGL073W	HSF1	tagged	visualized	not visualized	nucleus	
YBL067C	UBP13	tagged	visualized	125	ambiguous	
YLR413W		tagged	visualized	4280	cell periphery	
YCR043C		tagged	visualized	4240	Golgi	
YNL102W	POL1	tagged	visualized	1050	nucleus	
YLR172C	DPH5	tagged	visualized	13500	cytoplasm	
YML007W	YAP1	tagged	visualized	1620	cytoplasm,nucleus	
YML052W	SUR7	tagged	visualized	17000	punctate composite	
YLR023C		tagged	visualized	not visualized	ER	
YPR155C	NCA2	tagged	visualized	2940	mitochondrion	
YOL021C	DIS3	tagged	visualized	606	cytoplasm,nucleolus,nucleus	
YHR107C	CDC12	tagged	visualized	1170	bud neck,cell periphery	
