yORF	gene name	GFP tagged?	GFP visualized?	abundance	localization summary	
YGR211W	ZPR1	tagged	visualized	39900	cytoplasm,nucleus	
YIL062C	ARC15	tagged	visualized	3060	actin	
YLR113W	HOG1	tagged	visualized	6780	cytoplasm	
YGL060W	YBP2	tagged	visualized	3870	cytoplasm	
YDR074W	TPS2	tagged	visualized	22700	cytoplasm	
YAR002W	NUP60	tagged	visualized	4590	nuclear periphery	
YPL108W		tagged	visualized	technical problem	cytoplasm	
YIL127C		tagged	visualized	3670	nucleolus	
YDR308C	SRB7	tagged	visualized	1390	nucleus	
YMR120C	ADE17	tagged	visualized	60900	cytoplasm	
YLR069C	MEF1	tagged	visualized	6350	mitochondrion	
YPL038W	MET31	tagged	visualized	521	cytoplasm,nucleus	
YCL061C	MRC1	tagged	visualized	721	nucleus	
YOR004W		tagged	visualized	6960	mitochondrion	
YOR040W	GLO4	tagged	visualized	technical problem	mitochondrion	
YGL172W	NUP49	tagged	visualized	4760	nuclear periphery	
YHR062C	RPP1	tagged	visualized	6300	nucleus	
YKL061W		tagged	visualized	1240	endosome	
YML007C-A		tagged	visualized	low signal	mitochondrion	
YML117W	NAB6	tagged	visualized	1540	cytoplasm	
YBR070C		tagged	visualized	339	ambiguous	
YLR381W	CTF3	tagged	visualized	319	spindle pole	
YDL222C		tagged	visualized	329	punctate composite	
YER171W	RAD3	tagged	visualized	14400	cytoplasm,nucleus	
YJL101C	GSH1	tagged	visualized	5130	cytoplasm	
YGR270W	YTA7	tagged	visualized	172	nucleus	
YFR014C	CMK1	tagged	visualized	1520	cytoplasm	
YOL064C	MET22	tagged	visualized	7330	cytoplasm,nucleus	
YPL118W	MRP51	tagged	visualized	656	mitochondrion	
YIR017C	MET28	tagged	visualized	low signal	cytoplasm,nucleus	
YOL136C	PFK27	tagged	visualized	low signal	cytoplasm,nucleus	
YMR054W	STV1	tagged	visualized	1080	early Golgi,late Golgi	
YOL151W	GRE2	tagged	visualized	5460	cytoplasm,nucleus	
YEL007W	TOS9	tagged	visualized	1710	cytoplasm,nucleus	
YMR152W	YIM1	tagged	visualized	6540	ER	
YER059W	PCL6	tagged	visualized	1240	cytoplasm,nucleus	
YOL060C	MAM3	tagged	visualized	5890	vacuolar membrane	
YDR418W	RPL12B	tagged	visualized	50300	cytoplasm	
YDR380W	ARO10	tagged	visualized	6560	cytoplasm	
YHR063C	PAN5	tagged	visualized	2600	cytoplasm	
YDR022C	CIS1	tagged	visualized	486	punctate composite	
YLR234W	TOP3	tagged	visualized	468	cytoplasm,nucleus	
YOL125W		tagged	visualized	1230	cytoplasm,nucleus	
YJR103W	URA8	tagged	visualized	5370	cytoplasm	
YGR091W	PRP31	tagged	visualized	1260	cytoplasm,nucleus	
YFR005C	SAD1	tagged	visualized	167	cytoplasm,nucleus	
YGR021W		tagged	visualized	1780	mitochondrion	
YOR101W	RAS1	tagged	visualized	2050	cytoplasm,nucleus	
YER003C	PMI40	tagged	visualized	5220	cytoplasm,nucleus	
YNL298W	CLA4	tagged	visualized	low signal	ambiguous,cytoplasm,cell periphery,bud	
YNL059C	ARP5	tagged	visualized	2170	cytoplasm,nucleus	
YKR076W	ECM4	tagged	visualized	1670	cytoplasm	
YLR449W	FPR4	tagged	visualized	14100	nucleolus,nucleus	
YAL049C		tagged	visualized	1800	cytoplasm	
YCR082W		tagged	visualized	981	cytoplasm,nucleus	
YLR126C		tagged	visualized	1510	cytoplasm	
YDL204W	RTN2	tagged	visualized	low signal	ER	
YOR259C	RPT4	tagged	visualized	not visualized	nucleus	
YHL027W	RIM101	tagged	visualized	1820	cytoplasm	
YOR297C	TIM18	tagged	visualized	4440	mitochondrion	
YMR231W	PEP5	tagged	visualized	1200	endosome	
YDR052C	DBF4	tagged	visualized	low signal	cytoplasm,nucleus	
YPL198W	RPL7B	tagged	visualized	7080	cytoplasm,nucleolus	
YMR167W	MLH1	tagged	visualized	319	cytoplasm,nucleus	
YJL011C	RPC17	tagged	visualized	2930	nucleus	
YMR139W	RIM11	tagged	visualized	6990	cytoplasm	
YER148W	SPT15	tagged	visualized	low signal	nucleus	
YEL009C	GCN4	tagged	visualized	low signal	cytoplasm,nucleus	
YNL082W	PMS1	tagged	visualized	521	cytoplasm,nucleus	
YJR011C		tagged	visualized	2560	ambiguous	
YOL048C		tagged	visualized	low signal	lipid particle	
YGR171C	MSM1	tagged	visualized	3120	mitochondrion	
YLR178C	TFS1	tagged	visualized	1030	cytoplasm,nucleus	
YNL236W	SIN4	tagged	visualized	1720	nucleus	
YGR074W	SMD1	tagged	visualized	2400	nucleus	
YKL085W	MDH1	tagged	visualized	28100	mitochondrion	
YOR008C	SLG1	tagged	visualized	664	ambiguous,bud neck,cytoplasm,vacuole,bud	
YOR163W	DDP1	tagged	visualized	3440	cytoplasm,nucleus	
YGR093W		tagged	visualized	1270	nucleus	
YBR287W		tagged	visualized	6440	ER	
YDR108W	GSG1	tagged	visualized	8760	cytoplasm	
YJL082W	IML2	tagged	visualized	4980	cytoplasm,nucleus	
YKL169C		tagged	visualized	not visualized	cytoplasm,nucleus	
YDR190C	RVB1	tagged	visualized	11600	nucleus	
YLR283W		tagged	visualized	technical problem	mitochondrion	
YHR190W	ERG9	tagged	visualized	10800	ER	
YGR239C	PEX21	tagged	visualized	not visualized	peroxisome	
YIL114C	POR2	tagged	visualized	not visualized	mitochondrion	
YAR007C	RFA1	tagged	visualized	4100	nucleus	
YGR149W		tagged	visualized	technical problem	ambiguous	
YOL121C	RPS19A	tagged	visualized	29000	cytoplasm	
YDR474C		tagged	visualized	2130	mitochondrion	
YGL156W	AMS1	tagged	visualized	319	punctate composite	
YCR059C	YIH1	tagged	visualized	3030	cytoplasm,nucleus	
YNL103W	MET4	tagged	visualized	1300	nucleus	
YDL018C	ERP3	tagged	visualized	3190	ER	
YBL007C	SLA1	tagged	visualized	952	cytoplasm,actin	
YHL028W	WSC4	tagged	visualized	technical problem	vacuole	
YKL183W	LOT5	tagged	visualized	5930	cytoplasm,nucleus	
YOL080C	REX4	tagged	visualized	4280	nucleolus,nucleus	
YOR165W	SEY1	tagged	visualized	2270	punctate composite	
YKL002W	DID4	tagged	visualized	not visualized	endosome	
YDR422C	SIP1	tagged	visualized	623	cytoplasm	
YBR073W	RDH54	tagged	visualized	1270	nucleus	
YER142C	MAG1	tagged	visualized	technical problem	cytoplasm,nucleus	
YER104W	RTT105	tagged	visualized	259	cytoplasm,nucleus	
YGR138C	TPO2	tagged	visualized	not visualized	cell periphery	
YJR084W	CSN12	tagged	visualized	1510	cytoplasm,nucleus	
YMR186W	HSC82	tagged	visualized	132000	cytoplasm	
YER159C	BUR6	tagged	visualized	5130	nucleus	
YMR216C	SKY1	tagged	visualized	2420	cytoplasm	
YER018C	SPC25	tagged	visualized	3280	spindle pole	
YIL043C	CBR1	tagged	visualized	4820	ER	
YPL110C		tagged	visualized	2300	cytoplasm	
YBL101C	ECM21	tagged	visualized	799	cytoplasm	
YJL069C	UTP18	tagged	visualized	9570	nucleolus	
YGL174W	BUD13	tagged	visualized	not visualized	cytoplasm,nucleus	
YDR379C-A		tagged	visualized	861	mitochondrion	
YIL155C	GUT2	tagged	visualized	1670	mitochondrion	
YLR191W	PEX13	tagged	visualized	7900	peroxisome	
YMR106C	YKU80	tagged	visualized	358	nucleus	
YPR187W	RPO26	tagged	visualized	6090	cytoplasm,nucleus	
YKL151C		tagged	visualized	3870	cytoplasm	
YMR207C	HFA1	tagged	visualized	396	ambiguous,mitochondrion	
YCR046C	IMG1	tagged	visualized	4150	mitochondrion	
YHR087W		tagged	visualized	2430	cytoplasm,nucleus	
YBR095C	RXT2	tagged	visualized	1630	nucleus	
YOR279C	RFM1	tagged	visualized	861	cytoplasm,nucleus	
YGL093W	SPC105	tagged	visualized	not visualized	spindle pole	
YJR110W		tagged	visualized	1080	cytoplasm	
YHR009C		tagged	visualized	5240	cytoplasm,nucleus	
YGL084C	GUP1	tagged	visualized	672	ER	
YER069W	ARG5,6	tagged	visualized	1180	mitochondrion	
YCR094W	CDC50	tagged	visualized	589	late Golgi	
YLR182W	SWI6	tagged	visualized	3340	nucleus	
YHR003C		tagged	visualized	8430	mitochondrion	
YDR361C	BCP1	tagged	visualized	4590	cytoplasm,nucleus	
YOR310C	NOP58	tagged	visualized	34700	nucleolus	
YNL281W	HCH1	tagged	visualized	8530	cytoplasm,nucleus	
YBR211C	AME1	tagged	visualized	1630	spindle pole	
YEL013W	VAC8	tagged	visualized	5680	vacuolar membrane	
YIL001W		tagged	visualized	195	cytoplasm	
YOL033W	MSE1	tagged	visualized	2940	mitochondrion	
YDR462W	MRPL28	tagged	visualized	6280	mitochondrion	
YGR040W	KSS1	tagged	visualized	5480	cytoplasm,nucleus	
YDR020C		tagged	visualized	4280	cytoplasm,nucleus	
YMR061W	RNA14	tagged	visualized	5350	nucleus	
YGR078C	PAC10	tagged	visualized	6550	cytoplasm	
YLR419W		tagged	visualized	195	cytoplasm	
YDL146W		tagged	visualized	329	ambiguous,bud neck,cytoplasm,cell periphery,bud	
YGL013C	PDR1	tagged	visualized	1300	nucleus	
YHR045W		tagged	visualized	not visualized	ER	
YEL060C	PRB1	tagged	visualized	1600	cytoplasm,punctate composite	
YJR148W	BAT2	tagged	visualized	25900	cytoplasm,nucleus	
YIL038C	NOT3	tagged	visualized	2490	cytoplasm	
YBL099W	ATP1	tagged	visualized	41500	mitochondrion	
YOR081C		tagged	visualized	358	lipid particle	
YJL166W	QCR8	tagged	visualized	6140	mitochondrion	
YKL180W	RPL17A	tagged	visualized	not visualized	cytoplasm	
YMR115W		tagged	visualized	8970	mitochondrion	
YDR405W	MRP20	tagged	visualized	2170	mitochondrion	
YHL009C	YAP3	tagged	visualized	1680	cytoplasm,nucleus	
YGL080W		tagged	visualized	396	mitochondrion	
YNL274C		tagged	visualized	3280	cytoplasm,nucleus	
YOR153W	PDR5	tagged	visualized	42000	cell periphery	
YCL037C	SRO9	tagged	visualized	8430	cytoplasm	
YGR285C	ZUO1	tagged	visualized	86400	cytoplasm	
YKR055W	RHO4	tagged	visualized	not visualized	cytoplasm,nucleus	
YPL049C	DIG1	tagged	visualized	1460	nucleus	
YKL165C	MCD4	tagged	visualized	technical problem	vacuole	
YKL140W	TGL1	tagged	visualized	1470	punctate composite	
YGL175C	SAE2	tagged	visualized	1030	cytoplasm,nucleus	
YIL111W	COX5B	tagged	visualized	2250	mitochondrion	
YDL176W		tagged	visualized	339	ambiguous	
YGL120C	PRP43	tagged	visualized	16900	nucleolus	
YDR538W	PAD1	tagged	visualized	1750	mitochondrion	
YGR024C		tagged	visualized	1170	cytoplasm,nucleus	
YDR038C	ENA5	tagged	visualized	606	cell periphery	
YER175C	TMT1	tagged	visualized	937	cytoplasm	
YMR110C		tagged	visualized	2930	endosome,lipid particle	
YNL056W		tagged	visualized	4530	cytoplasm	
YHR026W	PPA1	tagged	visualized	not visualized	ER,vacuole	
YGL246C	RAI1	tagged	visualized	4030	nucleus	
YGR280C	PXR1	tagged	visualized	3850	nucleolus	
YLR263W	RED1	tagged	visualized	not visualized	cytoplasm	
YGL181W	GTS1	tagged	visualized	937	cytoplasm,actin	
YKL096W	CWP1	tagged	visualized	2060	ER	
YCR090C		tagged	visualized	3970	cytoplasm,nucleus	
YBR096W		tagged	visualized	1950	ER	
YOL137W	BSC6	tagged	visualized	414	early Golgi,late Golgi	
YPL191C		tagged	visualized	2050	cytoplasm	
YKL181W	PRS1	tagged	visualized	11700	cytoplasm	
YNL070W	TOM7	tagged	visualized	3250	mitochondrion	
YOL100W	PKH2	tagged	visualized	low signal	cytoplasm	
YNL323W	LEM3	tagged	visualized	2460	ER	
YKL117W	SBA1	tagged	visualized	33700	cytoplasm,nucleus	
YGR125W		tagged	visualized	1420	vacuole	
YFL016C	MDJ1	tagged	visualized	7570	mitochondrion	
YLR289W	GUF1	tagged	visualized	1890	mitochondrion	
YBR041W	FAT1	tagged	visualized	16900	lipid particle	
YPL188W	POS5	tagged	visualized	4650	mitochondrion	
YBR251W	MRPS5	tagged	visualized	6680	mitochondrion	
YPL030W		tagged	visualized	7720	cytoplasm	
YLR153C	ACS2	tagged	visualized	225000	nucleus	
YPL236C		tagged	visualized	not visualized	vacuolar membrane	
YNL131W	TOM22	tagged	visualized	6610	ambiguous	
YBR028C		tagged	visualized	1470	cytoplasm	
YMR039C	SUB1	tagged	visualized	7820	nucleus	
YLL003W	SFI1	tagged	visualized	low signal	spindle pole	
YNL051W	COG5	tagged	visualized	468	Golgi,early Golgi	
YDR047W	HEM12	tagged	visualized	9220	cytoplasm,nucleus	
YLR451W	LEU3	tagged	visualized	125	nucleus	
YDR440W	DOT1	tagged	visualized	2160	cytoplasm,nucleus	
YOR110W	TFC7	tagged	visualized	2660	cytoplasm,nucleus	
YGL245W		tagged	visualized	48700	cytoplasm	
YEL018W	EAF5	tagged	visualized	937	nucleus	
YOR108W	LEU9	tagged	visualized	28800	mitochondrion	
YDR297W	SUR2	tagged	visualized	54300	ER	
YBR083W	TEC1	tagged	visualized	530	cytoplasm,nucleus	
YPL221W	BOP1	tagged	visualized	technical problem	bud neck,cell periphery,vacuole	
YDL110C		tagged	visualized	2110	cytoplasm,nucleus	
YGR037C	ACB1	tagged	visualized	8500	cytoplasm,nucleus	
YMR219W	ESC1	tagged	visualized	not visualized	nuclear periphery	
YGR166W	KRE11	tagged	visualized	1660	punctate composite	
YGR158C	MTR3	tagged	visualized	7380	cytoplasm,nucleus	
YMR278W		tagged	visualized	4960	cytoplasm,nucleus	
YHR140W		tagged	visualized	technical problem	vacuole	
YPL007C	TFC8	tagged	visualized	2070	nucleus	
YBR065C	ECM2	tagged	visualized	4260	nucleus	
YKL065C	YET1	tagged	visualized	7210	ER	
YFL047W	RGD2	tagged	visualized	1750	bud neck,cytoplasm,cell periphery	
YHR036W		tagged	visualized	1280	ER	
YBL021C	HAP3	tagged	visualized	2510	cytoplasm,nucleus	
YGL128C	CWC23	tagged	visualized	low signal	cytoplasm,nucleus	
YOR122C	PFY1	tagged	visualized	not visualized	cytoplasm,nucleus	
YOR120W	GCY1	tagged	visualized	low signal	cytoplasm,nucleus	
YPL106C	SSE1	tagged	visualized	71700	cytoplasm	
YJL147C		tagged	visualized	981	mitochondrion	
YDL102W	CDC2	tagged	visualized	not visualized	nucleus	
YIL116W	HIS5	tagged	visualized	not visualized	cytoplasm	
YML102W	CAC2	tagged	visualized	2130	nucleus	
YBL058W	SHP1	tagged	visualized	3200	cytoplasm,nucleus	
YER053C		tagged	visualized	not visualized	mitochondrion	
YGR198W		tagged	visualized	1640	punctate composite	
YER042W	MXR1	tagged	visualized	3070	cytoplasm,nucleus	
YJL044C	GYP6	tagged	visualized	2990	late Golgi	
YDL123W	SNA4	tagged	visualized	6780	vacuolar membrane	
YAL059W	ECM1	tagged	visualized	2840	nucleus	
YPR004C		tagged	visualized	2950	mitochondrion	
YNL173C	MDG1	tagged	visualized	1240	punctate composite	
YER017C	AFG3	tagged	visualized	3870	mitochondrion	
YPR083W	MDM36	tagged	visualized	414	ambiguous	
YFL044C		tagged	visualized	2770	cytoplasm,nucleus	
YGR217W	CCH1	tagged	visualized	not visualized	cytoplasm	
YDR150W	NUM1	tagged	visualized	low signal	punctate composite	
YMR076C	PDS5	tagged	visualized	7720	nucleus	
YJL151C	SNA3	tagged	visualized	12500	vacuole	
YGR232W	NAS6	tagged	visualized	319	cytoplasm,nucleus	
YOR158W	PET123	tagged	visualized	2010	mitochondrion	
YPL265W	DIP5	tagged	visualized	432	cell periphery,vacuole	
YMR281W	GPI12	tagged	visualized	technical problem	cytoplasm	
YNL168C		tagged	visualized	2550	mitochondrion	
YCR012W	PGK1	tagged	visualized	314000	cytoplasm,nucleus	
YPL223C	GRE1	tagged	visualized	low signal	cytoplasm	
YPR022C		tagged	visualized	238	cytoplasm,nucleus	
YIL031W	ULP2	tagged	visualized	450	mitochondrion	
YOR172W	YRM1	tagged	visualized	125	cytoplasm,nucleus	
YNL275W		tagged	visualized	195	ambiguous	
YNR050C	LYS9	tagged	visualized	57500	cytoplasm	
YBR025C		tagged	visualized	36800	cytoplasm	
YPL126W	NAN1	tagged	visualized	6560	nucleolus	
YLR028C	ADE16	tagged	visualized	7700	cytoplasm	
YDL113C	CVT20	tagged	visualized	358	endosome	
YAL031C	FUN21	tagged	visualized	227	cytoplasm	
YCL034W	LSB5	tagged	visualized	low signal	cytoplasm,nucleus	
YDL054C	MCH1	tagged	visualized	not visualized	vacuolar membrane	
YOR289W		tagged	visualized	1710	cytoplasm,nucleus	
YLR247C		tagged	visualized	143	nucleus	
YML081C-A	ATP18	tagged	visualized	6540	mitochondrion	
YBR214W	SDS24	tagged	visualized	2840	cytoplasm	
YDR408C	ADE8	tagged	visualized	3910	cytoplasm,nucleus	
YCL028W	RNQ1	tagged	visualized	1140	cytoplasm,nucleus	
YOR001W	RRP6	tagged	visualized	2160	nucleolus,nucleus	
YMR044W	IOC4	tagged	visualized	5820	nucleus	
YDL115C	IWR1	tagged	visualized	1080	cytoplasm,nucleus	
YJR016C	ILV3	tagged	visualized	171000	mitochondrion	
YER098W	UBP9	tagged	visualized	98.9	cytoplasm	
YJL047C	RTT101	tagged	visualized	low signal	cytoplasm,nucleus	
YER149C	PEA2	tagged	visualized	7820	ambiguous,cell periphery,bud	
YJL133W	MRS3	tagged	visualized	1360	mitochondrion	
YGL185C		tagged	visualized	1430	cytoplasm	
YFL004W	VTC2	tagged	visualized	2910	ER	
YNR028W	CPR8	tagged	visualized	not visualized	vacuole	
YOL113W	SKM1	tagged	visualized	238	ambiguous	
YOR201C	PET56	tagged	visualized	2760	mitochondrion	
YDR201W	SPC19	tagged	visualized	639	spindle pole	
YER074W	RPS24A	tagged	visualized	not visualized	cytoplasm	
YNL189W	SRP1	tagged	visualized	2790	cytoplasm,nuclear periphery	
YJL052W	TDH1	tagged	visualized	120000	cytoplasm,nucleus	
YOR028C	CIN5	tagged	visualized	technical problem	cytoplasm,nucleus	
YDR349C	YPS7	tagged	visualized	149	ER,cytoplasm	
YDR425W	SNX41	tagged	visualized	1800	cytoplasm,endosome,lipid particle	
YJL010C		tagged	visualized	2930	nucleolus,nucleus	
YPL125W	KAP120	tagged	visualized	6300	cytoplasm,nucleus	
YDR004W	RAD57	tagged	visualized	238	cytoplasm,nucleus	
YJR085C		tagged	visualized	2100	ambiguous	
YJR022W	LSM8	tagged	visualized	1440	cytoplasm,nucleus	
YDR103W	STE5	tagged	visualized	1900	cytoplasm,nucleus	
YMR009W		tagged	visualized	not visualized	cytoplasm,nucleus	
YGL231C		tagged	visualized	1320	ER	
YDR333C		tagged	visualized	339	cytoplasm	
YBR173C	UMP1	tagged	visualized	2740	cytoplasm,nucleus	
YDL044C	MTF2	tagged	visualized	2060	mitochondrion	
YHR072W	ERG7	tagged	visualized	2190	lipid particle	
YNL313C		tagged	visualized	8070	cytoplasm,nucleus	
YGR262C	BUD32	tagged	visualized	3020	cytoplasm,nucleus	
YPR002W	PDH1	tagged	visualized	2730	cytoplasm,mitochondrion	
YFR004W	RPN11	tagged	visualized	16400	cytoplasm,nucleus	
YHR085W	IPI1	tagged	visualized	4420	nucleus	
YIL138C	TPM2	tagged	visualized	11100	cytoplasm	
YKR006C	MRPL13	tagged	visualized	1360	mitochondrion	
YPL119C	DBP1	tagged	visualized	1480	cytoplasm	
YNL252C	MRPL17	tagged	visualized	7430	mitochondrion	
YDR009W	GAL3	tagged	visualized	721	cytoplasm	
YDR205W	MSC2	tagged	visualized	1070	ER	
YDR050C	TPI1	tagged	visualized	207000	cytoplasm,nucleus	
YIL095W	PRK1	tagged	visualized	1320	actin	
YHR037W	PUT2	tagged	visualized	17200	mitochondrion	
YJL053W	PEP8	tagged	visualized	not visualized	endosome	
YPL047W		tagged	visualized	672	nucleus	
YDR148C	KGD2	tagged	visualized	7970	mitochondrion	
YFL048C	EMP47	tagged	visualized	2900	vacuolar membrane	
YCL025C	AGP1	tagged	visualized	21100	ER	
YHR005C	GPA1	tagged	visualized	9920	cell periphery	
YKL035W	UGP1	tagged	visualized	17200	cytoplasm	
YDL207W	GLE1	tagged	visualized	1040	nuclear periphery	
YDR246W	TRS23	tagged	visualized	3130	late Golgi	
YGL197W	MDS3	tagged	visualized	396	cytoplasm	
YGR155W	CYS4	tagged	visualized	41900	cytoplasm	
YKL024C	URA6	tagged	visualized	1500	cytoplasm,nucleus	
YOR138C		tagged	visualized	5930	cytoplasm,nucleus	
YGR012W		tagged	visualized	4650	mitochondrion	
YCL059C	KRR1	tagged	visualized	4340	cytoplasm,nucleolus	
YNL004W	HRB1	tagged	visualized	1990	nucleus	
YER056C-A	RPL34A	tagged	visualized	23600	cytoplasm	
YPL273W	SAM4	tagged	visualized	60300	cytoplasm,nucleus	
YNL087W		tagged	visualized	2630	cell periphery	
YDR174W	HMO1	tagged	visualized	19000	nucleolus	
YHL032C	GUT1	tagged	visualized	not visualized	mitochondrion,punctate composite	
YDR367W		tagged	visualized	3420	punctate composite,Golgi,early Golgi	
YGR072W	UPF3	tagged	visualized	1250	cytoplasm	
YDL224C	WHI4	tagged	visualized	not visualized	cytoplasm	
YHR052W	CIC1	tagged	visualized	45900	nucleolus,nucleus	
YMR143W	RPS16A	tagged	visualized	33800	cytoplasm	
YMR012W	CLU1	tagged	visualized	17000	cytoplasm	
YMR080C	NAM7	tagged	visualized	6090	cytoplasm,punctate composite	
YDR182W	CDC1	tagged	visualized	583	ambiguous	
YDR324C	UTP4	tagged	visualized	5440	nucleolus	
YDR268W	MSW1	tagged	visualized	672	mitochondrion	
YFR050C	PRE4	tagged	visualized	16900	cytoplasm,nucleus	
YGR020C	VMA7	tagged	visualized	4050	ambiguous,vacuolar membrane	
YGR173W	GIR1	tagged	visualized	6200	cytoplasm	
YHR196W	UTP9	tagged	visualized	20000	nucleolus	
YGL023C	PIB2	tagged	visualized	not visualized	vacuolar membrane	
YJL217W		tagged	visualized	721	cytoplasm	
YLR088W	GAA1	tagged	visualized	low signal	ER	
YGL078C	DBP3	tagged	visualized	38900	nucleolus,nucleus	
YDR039C	ENA2	tagged	visualized	639	cell periphery	
YDR357C		tagged	visualized	589	punctate composite	
YMR078C	CTF18	tagged	visualized	low signal	cytoplasm,nucleus	
YPR160W	GPH1	tagged	visualized	not visualized	cytoplasm	
YPR071W		tagged	visualized	technical problem	ER	
YKL017C	HCS1	tagged	visualized	1040	cytoplasm	
YPL255W	BBP1	tagged	visualized	922	spindle pole	
YBR101C	FES1	tagged	visualized	13100	cytoplasm	
YBL069W	AST1	tagged	visualized	not visualized	cytoplasm,nucleus	
YBR135W	CKS1	tagged	visualized	8780	cytoplasm,nucleus	
YDL131W	LYS21	tagged	visualized	21900	nucleus	
YER143W	DDI1	tagged	visualized	6510	cytoplasm	
YGL139W		tagged	visualized	not visualized	cell periphery	
YBR131W	CCZ1	tagged	visualized	2870	endosome	
YPL168W		tagged	visualized	technical problem	mitochondrion	
YDR075W	PPH3	tagged	visualized	2840	cytoplasm,nucleus	
YLR353W	BUD8	tagged	visualized	not visualized	ambiguous,bud neck,cell periphery,bud	
YBR261C		tagged	visualized	3060	cytoplasm	
YNR067C	DSE4	tagged	visualized	64.3	vacuole	
YKR064W		tagged	visualized	149	cytoplasm,nucleus	
YJL194W	CDC6	tagged	visualized	not visualized	cytoplasm,nucleus	
YML046W	PRP39	tagged	visualized	4460	nucleus	
YJL095W	BCK1	tagged	visualized	112	cytoplasm	
YCR093W	CDC39	tagged	visualized	4300	cytoplasm	
YKR001C	VPS1	tagged	visualized	5960	cytoplasm,punctate composite,endosome	
YNL027W	CRZ1	tagged	visualized	1160	cytoplasm	
YMR237W		tagged	visualized	3460	late Golgi	
YML062C	MFT1	tagged	visualized	5910	nucleus	
YBR177C	EHT1	tagged	visualized	2550	ER	
YDR344C		tagged	visualized	not visualized	ambiguous,punctate composite	
YHR154W	RTT107	tagged	visualized	1380	nucleus	
YDR125C	ECM18	tagged	visualized	143	mitochondrion	
YOR372C	NDD1	tagged	visualized	799	cytoplasm,nucleus	
YAL055W	PEX22	tagged	visualized	259	punctate composite	
YNL154C	YCK2	tagged	visualized	6160	cytoplasm,nucleus	
YGR042W		tagged	visualized	low signal	cytoplasm,nucleus	
YBL107C		tagged	visualized	768	cytoplasm	
YGR161C	RTS3	tagged	visualized	2100	cytoplasm,nucleus	
YBR057C	MUM2	tagged	visualized	3400	cytoplasm	
YNL264C	PDR17	tagged	visualized	5040	cytoplasm	
YOR311C	HSD1	tagged	visualized	784	ER	
YGL134W	PCL10	tagged	visualized	217	cytoplasm	
YGL048C	RPT6	tagged	visualized	4700	nucleus	
