orfid	yORF	gene name	GFP tagged?	GFP visualized?	abundance	error	
2691	YIL154C	IMP2'	tagged	visualized	5110	NA	
3442	YLR186W	EMG1	tagged	visualized	not visualized	NA	
1665	YGR229C	SMI1	tagged	visualized	5680	NA	
1093	YHR161C	YAP1801	tagged	visualized	623	NA	
2636	YBL016W	FUS3	tagged	visualized	8480	NA	
3379	YLR201C		tagged	visualized	3420	NA	
1276	YOR154W		tagged	visualized	3250	NA	
3465	YML092C	PRE8	tagged	visualized	7060	NA	
2875	YHR010W	RPL27A	tagged	visualized	7380	NA	
50	YDL140C	RPO21	tagged	visualized	technical problem	NA	
5955	YGR284C	ERV29	tagged	visualized	technical problem	NA	
4658	YGL220W		tagged	visualized	2050	NA	
1413	YDR358W	GGA1	tagged	visualized	656	NA	
890	YDR176W	NGG1	tagged	visualized	2470	NA	
6061	YAR028W		tagged	visualized	1840	NA	
622	YOR195W	SLK19	tagged	visualized	314	NA	
471	YGL036W	MTC2	tagged	visualized	486	NA	
3307	YKL006W	RPL14A	tagged	visualized	45300	NA	
2456	YIL110W		tagged	visualized	not visualized	NA	
1497	YDR061W		tagged	visualized	1580	NA	
5344	YHR098C	SFB3	tagged	visualized	12200	NA	
928	YER077C		tagged	visualized	432	NA	
2394	YHR068W	DYS1	tagged	visualized	7600	NA	
5922	YLR220W	CCC1	tagged	visualized	2840	NA	
3797	YDL130W	RPP1B	tagged	visualized	22400	NA	
6202	YOR327C	SNC2	tagged	visualized	300	NA	
3490	YGR195W	SKI6	tagged	visualized	5150	NA	
5619	YMR307W	GAS1	tagged	visualized	12400	NA	
5987	YLR208W	SEC13	tagged	visualized	21400	NA	
2578	YCR095C		tagged	visualized	5370	NA	
863	YDR146C	SWI5	tagged	visualized	688	NA	
1175	YMR092C	AIP1	tagged	visualized	11100	NA	
3215	YKR025W	RPC37	tagged	visualized	1590	NA	
1419	YDR131C		tagged	visualized	not visualized	NA	
3176	YGR132C	PHB1	tagged	visualized	9690	NA	
1730	YNL119W		tagged	visualized	2860	NA	
5834	YGL075C	MPS2	tagged	visualized	not visualized	NA	
3276	YJL191W	RPS14B	tagged	visualized	3370	NA	
2655	YHR203C	RPS4B	tagged	visualized	102000	NA	
4455	YDR193W		tagged	visualized	not visualized	NA	
603	YFL024C	EPL1	tagged	visualized	1110	NA	
82	YHR164C	DNA2	tagged	visualized	low signal	NA	
1045	YPL263C	KEL3	tagged	visualized	4010	NA	
5864	YPR191W	QCR2	tagged	visualized	35700	NA	
995	YML088W	UFO1	tagged	visualized	639	NA	
2134	YER101C	AST2	tagged	visualized	937	NA	
733	YNL224C		tagged	visualized	1440	NA	
375	YHR073W	OSH3	tagged	visualized	589	NA	
3162	YFL028C	CAF16	tagged	visualized	1620	NA	
212	YBR218C	PYC2	tagged	visualized	17000	NA	
5497	YNL115C		tagged	visualized	not visualized	NA	
2769	YKL193C	SDS22	tagged	visualized	3870	254.0	
5066	YLL018C-A	COX19	tagged	visualized	5750	NA	
3851	YBR278W	DPB3	tagged	visualized	784	NA	
4511	YLR297W		tagged	visualized	922	NA	
2280	YPR041W	TIF5	tagged	visualized	48300	13300.0	
1110	YDR419W	RAD30	tagged	visualized	1860	NA	
310	YKR086W	PRP16	tagged	visualized	1250	NA	
1551	YML086C	ALO1	tagged	visualized	6190	NA	
2871	YLL062C	MHT1	tagged	visualized	606	NA	
718	YML006C	GIS4	tagged	visualized	222	NA	
2317	YKL189W	HYM1	tagged	visualized	1280	NA	
3682	YDR140W	FYV9	tagged	visualized	3390	NA	
1696	YDR330W		tagged	visualized	6630	NA	
2073	YGR254W	ENO1	tagged	visualized	76700	NA	
196	YGL140C		tagged	visualized	1080	NA	
1059	YPL093W	NOG1	tagged	visualized	28000	NA	
1956	YOR323C	PRO2	tagged	visualized	6920	NA	
4088	YNL133C	FYV6	tagged	visualized	468	NA	
2021	YOR025W	HST3	tagged	visualized	319	NA	
3552	YJR135C	MCM22	tagged	visualized	1030	NA	
5450	YJL061W	NUP82	tagged	visualized	9470	2180.0	
5358	YLR373C	VID22	tagged	visualized	2950	NA	
5972	YOR074C	CDC21	tagged	visualized	not visualized	NA	
1124	YOR239W	ABP140	tagged	visualized	17000	NA	
5799	YCL052C	PBN1	tagged	visualized	4930	NA	
5758	YDR375C	BCS1	tagged	visualized	1990	NA	
6186	YJR058C	APS2	tagged	visualized	1390	NA	
783	YLR135W	SLX4	tagged	visualized	274	NA	
456	YER024W	YAT2	tagged	visualized	319	NA	
3406	YKL040C	NFU1	tagged	visualized	11300	NA	
1254	YNL308C	KRI1	tagged	visualized	1780	NA	
1354	YPR145W	ASN1	tagged	visualized	not visualized	NA	
538	YIL066C	RNR3	tagged	visualized	1360	NA	
3721	YBL059W		tagged	visualized	623	NA	
3506	YPR016C	TIF6	tagged	visualized	18600	NA	
865	YLR440C		tagged	visualized	1840	NA	
1289	YKR078W		tagged	visualized	1270	NA	
2899	YIL077C		tagged	visualized	922	NA	
6029	YOL009C	MDM12	tagged	visualized	1070	NA	
5432	YPR024W	YME1	tagged	visualized	20100	NA	
2496	YDL211C		tagged	visualized	3360	NA	
5328	YNL243W	SLA2	tagged	visualized	40600	NA	
4211	YIL087C		tagged	visualized	not visualized	NA	
1581	YNL116W		tagged	visualized	1750	NA	
3866	YER102W	RPS8B	tagged	visualized	14400	NA	
5712	YNL083W		tagged	visualized	1170	NA	
3566	YDR533C		tagged	visualized	358	NA	
555	YAR044W	OSH1	tagged	visualized	846	NA	
3047	YOR228C		tagged	visualized	not visualized	NA	
3812	YHR057C	CPR2	tagged	visualized	339	NA	
5124	YMR175W	SIP18	tagged	visualized	2300	NA	
1010	YOR350C	MNE1	tagged	visualized	861	NA	
359	YGL201C	MCM6	tagged	visualized	13400	NA	
4300	YMR059W	SEN15	tagged	visualized	not visualized	NA	
98	YOR116C	RPO31	tagged	visualized	6020	NA	
17	YJL130C	URA2	tagged	visualized	11000	NA	
2986	YOR312C	RPL20B	tagged	visualized	technical problem	NA	
815	YMR277W	FCP1	tagged	visualized	6550	586.0	
3606	YBL038W	MRPL16	tagged	visualized	2880	NA	
3132	YKL052C	ASK1	tagged	visualized	2840	NA	
3346	YDR152W	GIR2	tagged	visualized	10300	NA	
5693	YMR004W	MVP1	tagged	visualized	2210	NA	
505	YER070W	RNR1	tagged	visualized	293000	NA	
2802	YER161C	SPT2	tagged	visualized	1240	NA	
2856	YNL217W		tagged	visualized	low signal	NA	
5784	YEL002C	WBP1	tagged	visualized	14900	NA	
3422	YER011W	TIR1	tagged	visualized	623	NA	
1616	YPR169W	JIP5	tagged	visualized	7750	NA	
5081	YDR070C		tagged	visualized	937	NA	
2741	YOR026W	BUB3	tagged	visualized	1430	NA	
3767	YFL010C	WWM1	tagged	visualized	6020	NA	
2296	YGR122W		tagged	visualized	technical problem	NA	
2540	YOL010W	RCL1	tagged	visualized	10000	598.0	
2562	YLR420W	URA4	tagged	visualized	12700	NA	
945	YLR143W		tagged	visualized	2270	NA	
1971	YPL245W		tagged	visualized	1130	NA	
5237	YML103C	NUP188	tagged	visualized	11700	NA	
3927	YKR057W	RPS21A	tagged	visualized	27400	NA	
1449	YEL015W	EDC3	tagged	visualized	2340	NA	
6109	YNR049C	MSO1	tagged	visualized	1380	NA	
2036	YDR165W	TRM82	tagged	visualized	5910	NA	
5907	YCR021C	HSP30	tagged	visualized	7800	NA	
4113	YDR073W	SNF11	tagged	visualized	1030	NA	
2333	YNL042W	BOP3	tagged	visualized	not visualized	NA	
4073	YDL120W	YFH1	tagged	visualized	1560	NA	
880	YMR001C	CDC5	tagged	visualized	1480	310.0	
1795	YLR175W	CBF5	tagged	visualized	33600	2870.0	
3590	YIL161W		tagged	visualized	1230	NA	
5016	YDR510W	SMT3	tagged	visualized	2940	NA	
5416	YDR264C	AKR1	tagged	visualized	4070	NA	
440	YLR409C	UTP21	tagged	visualized	2020	NA	
2687	YJR145C	RPS4A	tagged	visualized	573	NA	
1597	YMR064W	AEP1	tagged	visualized	504	NA	
635	YDL132W	CDC53	tagged	visualized	377	NA	
6170	YEL027W	CUP5	tagged	visualized	8450	NA	
342	YPL075W	GCR1	tagged	visualized	259	NA	
3583	YOR214C		tagged	visualized	technical problem	NA	
5662	YGR260W	TNA1	tagged	visualized	technical problem	NA	
5865	YER118C	SHO1	tagged	visualized	2330	NA	
2349	YER028C	MIG3	tagged	visualized	not visualized	NA	
1	YLR106C	MDN1	tagged	visualized	538	NA	
5156	YML058W-A	HUG1	tagged	visualized	technical problem	NA	
4130	YJL065C		tagged	visualized	3390	NA	
913	YDR234W	LYS4	tagged	visualized	7350	NA	
1761	YNL053W	MSG5	tagged	visualized	538	NA	
6074	YPR028W	YOP1	tagged	visualized	1760	NA	
3637	YMR311C	GLC8	tagged	visualized	3440	NA	
5891	YLR372W	SUR4	tagged	visualized	technical problem	NA	
3030	YLR448W	RPL6B	tagged	visualized	38400	NA	
1876	YAR071W	PHO11	tagged	visualized	1460	NA	
3521	YGR075C	PRP38	tagged	visualized	2380	NA	
3928	YDL098C	SNU23	tagged	visualized	907	NA	
5466	YKL146W	AVT3	tagged	visualized	not visualized	NA	
245	YKL105C		tagged	visualized	538	NA	
2839	YBR119W	MUD1	tagged	visualized	2950	NA	
2089	YPR163C	TIF3	tagged	visualized	24000	NA	
1810	YDR181C	SAS4	tagged	visualized	768	NA	
1791	YBR247C	ENP1	tagged	visualized	21600	2960.0	
407	YOL090W	MSH2	tagged	visualized	1230	NA	
1826	YNL062C	GCD10	tagged	visualized	2580	56.0	
2427	YLR180W	SAM1	tagged	visualized	103000	NA	
962	YIR003W		tagged	visualized	450	NA	
2480	YNL307C	MCK1	tagged	visualized	396	NA	
163	YLR436C	ECM30	tagged	visualized	1080	NA	
1891	YDR219C		tagged	visualized	1360	NA	
1661	YNL223W	AUT2	tagged	visualized	3300	NA	
4267	YHR116W		tagged	visualized	1360	NA	
3943	YDR071C		tagged	visualized	8680	NA	
5309	YLR450W	HMG2	tagged	visualized	149	NA	
1990	YJL155C	FBP26	tagged	visualized	1680	NA	
2557	YMR270C	RRN9	tagged	visualized	low signal	NA	
489	YGL163C	RAD54	tagged	visualized	low signal	NA	
2726	YLR265C	NEJ1	tagged	visualized	377	NA	
6060	YGL020C	MDM39	tagged	visualized	2250	NA	
424	YGR100W	MDR1	tagged	visualized	768	NA	
3621	YLR298C	YHC1	tagged	visualized	2140	NA	
4058	YLR109W	AHP1	tagged	visualized	16200	NA	
2595	YMR318C	ADH6	tagged	visualized	21700	NA	
2787	YFR025C	HIS2	tagged	visualized	4280	NA	
5236	YMR162C	DNF3	tagged	visualized	low signal	NA	
3323	YHR200W	RPN10	tagged	visualized	17200	NA	
114	YDR443C	SSN2	tagged	visualized	low signal	NA	
6125	YNL044W	YIP3	tagged	visualized	5500	NA	
1941	YDL233W		tagged	visualized	1010	NA	
1029	YPR161C	SGV1	tagged	visualized	2070	NA	
895	YBL111C		tagged	visualized	279	NA	
2166	YIL103W		tagged	visualized	2530	NA	
1466	YDR232W	HEM1	tagged	visualized	22600	2660.0	
2969	YDL021W	GPM2	tagged	visualized	2020	NA	
5727	YPL175W	SPT14	tagged	visualized	1480	NA	
751	YOR267C	HRK1	tagged	visualized	300	NA	
1925	YBL098W	BNA4	tagged	visualized	556	NA	
1745	YOL049W	GSH2	tagged	visualized	3430	NA	
5849	YBR302C	COS2	tagged	visualized	low signal	NA	
2410	YLL022C	HIF1	tagged	visualized	4550	NA	
5880	YKL051W	SFK1	tagged	visualized	technical problem	NA	
5113	YGR008C	STF2	tagged	visualized	5330	NA	
3535	YPL024W	NCE4	tagged	visualized	1500	NA	
2639	YJR068W	RFC2	tagged	visualized	4610	262.0	
587	YHR131C		tagged	visualized	172	NA	
3781	YML095C	RAD10	tagged	visualized	not visualized	NA	
2463	YGL155W	CDC43	tagged	visualized	3940	75.5	
2297	YKL162C		tagged	visualized	1100	NA	
131	YOR336W	KRE5	tagged	visualized	815	NA	
2366	YIL153W	RRD1	tagged	visualized	4590	NA	
5537	YDR244W	PEX5	tagged	visualized	2070	NA	
5573	YPL274W	SAM3	tagged	visualized	1300	NA	
1140	YGL110C	CUE3	tagged	visualized	6300	NA	
4235	YKR074W		tagged	visualized	1230	NA	
1094	YOR070C	GYP1	tagged	visualized	206	NA	
1647	YOR231W	MKK1	tagged	visualized	1040	NA	
3146	YOL077C	BRX1	tagged	visualized	13200	NA	
700	YGR237C		tagged	visualized	1050	NA	
3192	YLR404W		tagged	visualized	846	NA	
848	YOR022C		tagged	visualized	736	NA	
4332	YIL051C	MMF1	tagged	visualized	168000	NA	
66	YOR191W	RIS1	tagged	visualized	low signal	NA	
5263	YMR129W	POM152	tagged	visualized	3410	NA	
392	YAR019C	CDC15	tagged	visualized	238	NA	
2118	YNR052C	POP2	tagged	visualized	1520	NA	
228	YBL105C	PKC1	tagged	visualized	not visualized	NA	
1860	YMR027W	HRT2	tagged	visualized	6190	NA	
3912	YDR453C	TSA2	tagged	visualized	4820	NA	
3698	YDR302W	GPI11	tagged	visualized	technical problem	NA	
2507	YDR191W	HST4	tagged	visualized	377	NA	
3882	YAL008W	FUN14	tagged	visualized	1920	NA	
4042	YDR059C	UBC5	tagged	visualized	981	NA	
2823	YHR083W		tagged	visualized	1470	NA	
3475	YOR213C	SAS5	tagged	visualized	1800	NA	
327	YJR132W	NMD5	tagged	visualized	13500	NA	
5952	YJL117W	PHO86	tagged	visualized	not visualized	NA	
49	YNL172W	APC1	tagged	visualized	178	NA	
2753	YNL290W	RFC3	tagged	visualized	3140	261.0	
4438	YMR252C		tagged	visualized	172	NA	
2692	YJR154W		tagged	visualized	1600	NA	
5697	YER064C		tagged	visualized	1730	NA	
6139	YCL001W	RER1	tagged	visualized	2840	NA	
5938	YGR062C	COX18	tagged	visualized	468	NA	
472	YLL026W	HSP104	tagged	visualized	32800	NA	
3460	YJL035C	TAD2	tagged	visualized	830	NA	
2248	YPR118W		tagged	visualized	922	NA	
3245	YDR087C	RRP1	tagged	visualized	6960	NA	
1500	YIL045W	PIG2	tagged	visualized	996	NA	
897	YOR317W	FAA1	tagged	visualized	7470	NA	
5554	YOR370C	MRS6	tagged	visualized	23800	4960.0	
5386	YOR270C	VPH1	tagged	visualized	55700	NA	
2931	YKL019W	RAM2	tagged	visualized	396	NA	
2446	YOL043C	NTG2	tagged	visualized	125	NA	
3736	YGR129W	SYF2	tagged	visualized	2460	NA	
148	YJR092W	BUD4	tagged	visualized	1600	NA	
3306	YHL001W	RPL14B	tagged	visualized	35100	NA	
765	YNL258C	DSL1	tagged	visualized	8970	NA	
1712	YJR122W	CAF17	tagged	visualized	2960	NA	
2057	YMR062C	ECM40	tagged	visualized	not visualized	NA	
686	YBR172C	SMY2	tagged	visualized	486	NA	
1075	YCR038C	BUD5	tagged	visualized	2110	NA	
1856	YMR239C	RNT1	tagged	visualized	4970	124.0	
522	YJL056C	ZAP1	tagged	visualized	low signal	NA	
830	YNR044W	AGA1	tagged	visualized	not visualized	NA	
5956	YJL196C	ELO1	tagged	visualized	937	NA	
4252	YNL255C	GIS2	tagged	visualized	96700	NA	
5815	YML048W	GSF2	tagged	visualized	21400	NA	
3453	YKR094C	RPL40B	tagged	visualized	28200	NA	
2236	YPL060W	LPE10	tagged	visualized	396	NA	
2708	YER016W	BIM1	tagged	visualized	3630	NA	
1401	YEL020C		tagged	visualized	not visualized	NA	
2953	YOR006C		tagged	visualized	3610	NA	
992	YDR320C	SWA2	tagged	visualized	768	NA	
2579	YDR012W	RPL4B	tagged	visualized	151000	NA	
3214	YJR096W		tagged	visualized	6960	NA	
799	YKL054C	DEF1	tagged	visualized	3380	NA	
213	YGL062W	PYC1	tagged	visualized	12500	NA	
3491	YHR043C	DOG2	tagged	visualized	2400	NA	
1483	YPL212C	PUS1	tagged	visualized	8130	NA	
32	YBR275C	RIF1	tagged	visualized	low signal	NA	
4389	YLR275W	SMD2	tagged	visualized	799	NA	
1111	YKL204W	EAP1	tagged	visualized	3240	NA	
2709	YHR034C		tagged	visualized	2610	NA	
5988	YNL305C		tagged	visualized	not visualized	NA	
1306	YML127W	RSC9	tagged	visualized	2610	NA	
5017	YEL014C		tagged	visualized	not visualized	NA	
881	YMR163C		tagged	visualized	736	NA	
4317	YCR071C	IMG2	tagged	visualized	1710	NA	
2933	YNR054C		tagged	visualized	12800	NA	
994	YJL128C	PBS2	tagged	visualized	2160	NA	
3377	YGR253C	PUP2	tagged	visualized	17100	NA	
309	YIL156W	UBP7	tagged	visualized	606	NA	
1565	YMR215W	GAS3	tagged	visualized	16400	NA	
1972	YPR125W		tagged	visualized	11300	NA	
3344	YCR009C	RVS161	tagged	visualized	7390	NA	
1420	YER140W		tagged	visualized	not visualized	NA	
1731	YCR024C	PMP1	tagged	visualized	784	NA	
3683	YDR399W	HPT1	tagged	visualized	36500	NA	
81	YGL173C	KEM1	tagged	visualized	11700	NA	
3957	YHR189W	PTH1	tagged	visualized	339	NA	
5278	YDL145C	COP1	tagged	visualized	15200	NA	
5973	YDL052C	SLC1	tagged	visualized	technical problem	NA	
669	YPL180W	BIT89	tagged	visualized	243	NA	
376	YOR363C	PIP2	tagged	visualized	low signal	NA	
5480	YNL125C	ESBP6	tagged	visualized	not visualized	NA	
1550	YHR207C	SET5	tagged	visualized	5000	NA	
262	YOL087C		tagged	visualized	589	NA	
4683	YGL189C	RPS26A	tagged	visualized	16300	NA	
1955	YNL040W		tagged	visualized	1470	NA	
1400	YGL064C	MRH4	tagged	visualized	736	NA	
4028	YJL161W		tagged	visualized	low signal	NA	
2188	YGL090W	LIF1	tagged	visualized	876	NA	
4594	YBR194W	SOY1	tagged	visualized	low signal	NA	
2883	YKR022C		tagged	visualized	892	NA	
862	YOR206W	NOC2	tagged	visualized	29000	5930.0	
132	YML049C	RSE1	tagged	visualized	not visualized	NA	
1632	YDR371W	CTS2	tagged	visualized	3050	NA	
3175	YGL057C		tagged	visualized	low signal	NA	
2263	YIL119C	RPI1	tagged	visualized	1340	NA	
195	YLR084C	RAX2	tagged	visualized	3670	NA	
2462	YGL148W	ARO2	tagged	visualized	2310	NA	
931	YHR084W	STE12	tagged	visualized	1920	NA	
539	YBL023C	MCM2	tagged	visualized	1690	261.0	
4456	YDR225W	HTA1	tagged	visualized	not visualized	NA	
2784	YCL055W	KAR4	tagged	visualized	1690	NA	
3551	YGR247W	CPD1	tagged	visualized	1520	NA	
784	YPR031W	NTO1	tagged	visualized	172	NA	
4236	YLR281C		tagged	visualized	technical problem	NA	
2525	YFL029C	CAK1	tagged	visualized	technical problem	NA	
5065	YHR001W-A	QCR10	tagged	visualized	5590	NA	
1695	YDR036C	EHD3	tagged	visualized	3950	NA	
6028	YJL210W	PEX2	tagged	visualized	339	NA	
5759	YJR117W	STE24	tagged	visualized	19600	NA	
6095	YLR350W	ORM2	tagged	visualized	5240	NA	
2395	YJL107C		tagged	visualized	1480	NA	
5329	YLR067C	PET309	tagged	visualized	1160	NA	
2265	YLR225C		tagged	visualized	3990	NA	
556	YDR416W	SYF1	tagged	visualized	2170	NA	
5125	YCR020W-B	HTL1	tagged	visualized	3550	NA	
1467	YER054C	GIP2	tagged	visualized	125	NA	
5646	YBR222C	PCS60	tagged	visualized	8770	NA	
2987	YCL009C	ILV6	tagged	visualized	15800	NA	
3651	YDL213C	NOP6	tagged	visualized	8970	NA	
4212	YJR047C	ANB1	tagged	visualized	14200	NA	
3407	YKL071W		tagged	visualized	not visualized	NA	
1580	YDL156W		tagged	visualized	3810	NA	
3813	YHR089C	GAR1	tagged	visualized	5730	NA	
506	YGL014W	PUF4	tagged	visualized	721	NA	
3232	YML026C	RPS18B	tagged	visualized	112000	NA	
1777	YOR043W	WHI2	tagged	visualized	1800	NA	
5692	YJR121W	ATP2	tagged	visualized	164000	NA	
18	YPL085W	SEC16	tagged	visualized	358	NA	
162	YPL137C		tagged	visualized	656	NA	
5506	YMR058W	FET3	tagged	visualized	1050	NA	
5496	YHR039C	MSC7	tagged	visualized	2500	NA	
2596	YNL037C	IDH1	tagged	visualized	10500	NA	
293	YPR115W		tagged	visualized	300	NA	
2563	YPL081W	RPS9A	tagged	visualized	106000	NA	
1384	YOR386W	PHR1	tagged	visualized	688	NA	
2898	YHL011C	PRS3	tagged	visualized	not visualized	NA	
3277	YKR060W	UTP30	tagged	visualized	3060	NA	
4895	YEL073C		tagged	visualized	not visualized	NA	
99	YEL022W	GEA2	tagged	visualized	7700	NA	
3063	YGR001C		tagged	visualized	3060	NA	
3913	YER029C	SMB1	tagged	visualized	861	NA	
2625	YLR287C	RPS30A	tagged	visualized	9100	NA	
3668	YBR193C	MED8	tagged	visualized	937	NA	
2151	YOR274W	MOD5	tagged	visualized	2020	NA	
4283	YDR252W	BTT1	tagged	visualized	1820	NA	
5402	YIL068C	SEC6	tagged	visualized	1080	NA	
360	YLL031C	GPI13	tagged	visualized	300	NA	
1794	YDR514C		tagged	visualized	125	NA	
6043	YER100W	UBC6	tagged	visualized	1900	NA	
2332	YJL048C		tagged	visualized	1340	NA	
2541	YPL209C	IPL1	tagged	visualized	149	NA	
6110	YOR089C	VPS21	tagged	visualized	8760	NA	
5384	YHR103W	SBE22	tagged	visualized	low signal	NA	
3712	YBR197C		tagged	visualized	1360	NA	
179	YNL273W	TOF1	tagged	visualized	952	NA	
2105	YOR117W	RPT5	tagged	visualized	not visualized	NA	
1450	YFR028C	CDC14	tagged	visualized	8550	NA	
1660	YMR170C	ALD2	tagged	visualized	2070	NA	
2035	YDR055W	PST1	tagged	visualized	11700	NA	
3345	YDL111C	RRP42	tagged	visualized	7110	NA	
3565	YPL213W	LEA1	tagged	visualized	3630	NA	
2688	YCL032W	STE50	tagged	visualized	1670	NA	
5602	YDR345C	HXT3	tagged	visualized	37200	NA	
5294	YMR047C	NUP116	tagged	visualized	not visualized	NA	
636	YLR228C	ECM22	tagged	visualized	78.6	NA	
1044	YLR429W	CRN1	tagged	visualized	2900	NA	
2478	YGR286C	BIO2	tagged	visualized	504	NA	
4195	YFL017C	GNA1	tagged	visualized	2550	NA	
3000	YGL232W		tagged	visualized	2630	NA	
2377	YDL022W	GPD1	tagged	visualized	807	NA	
2801	YDL108W	KIN28	tagged	visualized	4400	NA	
439	YHL007C	STE20	tagged	visualized	259	NA	
3421	YMR194W	RPL36A	tagged	visualized	31600	NA	
5906	YPL227C	ALG5	tagged	visualized	5800	NA	
276	YPL022W	RAD1	tagged	visualized	1400	NA	
1369	YKR002W	PAP1	tagged	visualized	17100	3380.0	
4350	YDR100W	TVP15	tagged	visualized	4540	NA	
246	YAL019W	FUN30	tagged	visualized	6800	NA	
896	YDL074C	BRE1	tagged	visualized	2980	NA	
2479	YMR083W	ADH3	tagged	visualized	11600	NA	
5890	YOR075W	UFE1	tagged	visualized	not visualized	NA	
3996	YGL018C	JAC1	tagged	visualized	2010	NA	
3636	YLR407W		tagged	visualized	3140	NA	
1270	YDL174C	DLD1	tagged	visualized	10800	NA	
2433	YHL048W	COS8	tagged	visualized	3070	NA	
3459	YIR001C	SGN1	tagged	visualized	6490	NA	
1514	YKL191W	DPH2	tagged	visualized	3490	NA	
3766	YER183C	FAU1	tagged	visualized	468	NA	
914	YLR072W		tagged	visualized	672	NA	
1790	YOR216C	RUD3	tagged	visualized	7620	NA	
959	YDR129C	SAC6	tagged	visualized	3510	NA	
2742	YPL004C	LSP1	tagged	visualized	104000	NA	
572	YPL105C		tagged	visualized	830	NA	
5524	YBR069C	TAT1	tagged	visualized	504	NA	
4131	YKL026C	GPX1	tagged	visualized	low signal	NA	
2	YKR054C	DYN1	tagged	visualized	195	NA	
2428	YOL116W	MSN1	tagged	visualized	491	NA	
5401	YGR261C	APL6	tagged	visualized	3570	NA	
5866	YGR257C	MTM1	tagged	visualized	538	NA	
2857	YOR340C	RPA43	tagged	visualized	4070	178.0	
1320	YML017W	PSP2	tagged	visualized	2190	NA	
3897	YPL067C		tagged	visualized	1470	NA	
2167	YNL136W		tagged	visualized	300	NA	
3452	YPR131C	NAT3	tagged	visualized	639	NA	
4959	YJL144W		tagged	visualized	149	NA	
1809	YDR381W	YRA1	tagged	visualized	not visualized	NA	
6059	YAR027W	UIP3	tagged	visualized	1690	NA	
406	YIL130W	GIN1	tagged	visualized	396	NA	
2970	YDL047W	SIT4	tagged	visualized	3970	NA	
2840	YNL302C	RPS19B	tagged	visualized	3440	NA	
65	YGR098C	ESP1	tagged	visualized	low signal	NA	
1206	YFL002C	SPB4	tagged	visualized	5740	NA	
3029	YJR007W	SUI2	tagged	visualized	17100	NA	
2348	YCR035C	RRP43	tagged	visualized	3180	NA	
2117	YNL330C	RPD3	tagged	visualized	3850	NA	
115	YMR259C		tagged	visualized	7110	NA	
1596	YLR392C		tagged	visualized	736	NA	
3944	YDR253C	MET32	tagged	visualized	technical problem	NA	
5155	YDL085C-A		tagged	visualized	876	NA	
4178	YDR024W	FYV1	tagged	visualized	not visualized	NA	
2786	YDR204W	COQ4	tagged	visualized	not visualized	NA	
961	YHL029C		tagged	visualized	12500	NA	
6230	YDR276C	PMP3	tagged	visualized	technical problem	NA	
3620	YHR122W		tagged	visualized	1800	NA	
3652	YDR304C	CPR5	tagged	visualized	not visualized	NA	
557	YLR115W	CFT2	tagged	visualized	3060	239.0	
490	YMR066W	SOV1	tagged	visualized	396	NA	
5538	YOL103W	ITR2	tagged	visualized	468	NA	
4405	YKL170W	MRPL38	tagged	visualized	2460	NA	
1877	YBR092C	PHO3	tagged	visualized	952	NA	
423	YDR421W	ARO80	tagged	visualized	319	NA	
1727	YER122C	GLO3	tagged	visualized	1510	NA	
343	YGL207W	SPT16	tagged	visualized	18500	NA	
1991	YNL074C	MLF3	tagged	visualized	not visualized	NA	
4853	YJR048W	CYC1	tagged	visualized	7330	NA	
292	YIL112W	HOS4	tagged	visualized	low signal	NA	
2916	YOR288C	MPD1	tagged	visualized	830	NA	
1337	YNL251C	NRD1	tagged	visualized	19600	2250.0	
326	YDR017C	KCS1	tagged	visualized	1940	NA	
620	YHR172W	SPC97	tagged	visualized	2230	371.0	
4913	YDL081C	RPP1A	tagged	visualized	not visualized	NA	
699	YAL043C	PTA1	tagged	visualized	3730	NA	
5235	YLL048C	YBT1	tagged	visualized	3000	NA	
48	YER132C	PMD1	tagged	visualized	815	NA	
3101	YKR037C	SPC34	tagged	visualized	technical problem	NA	
4790	YBR100W		tagged	visualized	low signal	NA	
2932	YNL058C		tagged	visualized	low signal	NA	
3782	YOR247W	SRL1	tagged	visualized	low signal	NA	
5937	YGL212W	VAM7	tagged	visualized	2360	NA	
523	YLR386W	VAC14	tagged	visualized	12400	NA	
1158	YDL063C		tagged	visualized	2600	NA	
5172	YDL067C	COX9	tagged	visualized	35500	NA	
1436	YMR036C	MIH1	tagged	visualized	low signal	NA	
4880	YLR333C	RPS25B	tagged	visualized	162000	NA	
2411	YML027W	YOX1	tagged	visualized	861	NA	
5262	YAL026C	DRS2	tagged	visualized	606	NA	
5452	YLL051C	FRE6	tagged	visualized	low signal	NA	
5114	YMR122W-A		tagged	visualized	49500	NA	
1648	YDL017W	CDC7	tagged	visualized	1600	816.0	
5850	YFL062W	COS4	tagged	visualized	technical problem	NA	
4333	YKL160W	ELF1	tagged	visualized	5860	NA	
847	YKL213C	DOA1	tagged	visualized	6800	NA	
5957	YPL134C	ODC1	tagged	visualized	2840	NA	
3263	YCR047C	BUD23	tagged	visualized	1620	NA	
1746	YPR119W	CLB2	tagged	visualized	339	NA	
2218	YDR222W		tagged	visualized	1010	NA	
1861	YOR198C	BFR1	tagged	visualized	33400	NA	
3246	YGL019W	CKB1	tagged	visualized	8120	NA	
3522	YLR376C	PSY3	tagged	visualized	876	NA	
2075	YHR174W	ENO2	tagged	visualized	2610	NA	
