yORF	gene name	GFP tagged?	GFP visualized?	localization summary	
YPL254W	HFI1	tagged	visualized	nucleus	
YLR011W	LOT6	tagged	visualized	cytoplasm,nucleus	
YLR262C-A		tagged	visualized	cytoplasm,nucleus	
YFL044C		tagged	visualized	cytoplasm,nucleus	
YDR531W		tagged	visualized	cytoplasm,nucleus	
YGL210W	YPT32	tagged	visualized	cytoplasm,nucleus	
YNL317W	PFS2	tagged	visualized	nucleus	
YMR224C	MRE11	tagged	visualized	cytoplasm,nucleus	
YGR218W	CRM1	tagged	visualized	nucleus	
YMR076C	PDS5	tagged	visualized	nucleus	
YGR232W	NAS6	tagged	visualized	cytoplasm,nucleus	
YCR012W	PGK1	tagged	visualized	cytoplasm,nucleus	
YLR086W	SMC4	tagged	visualized	nucleus	
YPR022C		tagged	visualized	cytoplasm,nucleus	
YOR269W	PAC1	tagged	visualized	cytoplasm,nucleus	
YOR172W	YRM1	tagged	visualized	cytoplasm,nucleus	
YAR015W	ADE1	tagged	visualized	cytoplasm,nucleus	
YHR118C	ORC6	tagged	visualized	cytoplasm,nucleus	
YLR002C	NOC3	tagged	visualized	nucleolus,nucleus	
YJR097W		tagged	visualized	cytoplasm,nucleus	
YKL108W	SLD2	tagged	visualized	nucleus	
YGL025C	PGD1	tagged	visualized	nucleus	
YBL018C	POP8	tagged	visualized	nucleus	
YHR121W		tagged	visualized	cytoplasm,nucleus	
YCL034W	LSB5	tagged	visualized	cytoplasm,nucleus	
YOR062C		tagged	visualized	cytoplasm,nucleus	
YOR289W		tagged	visualized	cytoplasm,nucleus	
YDR081C	PDC2	tagged	visualized	nucleus	
YLR247C		tagged	visualized	nucleus	
YLR277C	YSH1	tagged	visualized	nucleus	
YNL021W	HDA1	tagged	visualized	nucleus	
YOR197W	MCA1	tagged	visualized	cytoplasm,nucleus	
YLR095C	IOC2	tagged	visualized	nucleus	
YLR254C		tagged	visualized	cytoplasm,nucleus	
YDR408C	ADE8	tagged	visualized	cytoplasm,nucleus	
YIR009W	MSL1	tagged	visualized	cytoplasm,nucleus	
YMR016C	SOK2	tagged	visualized	nucleus	
YCL028W	RNQ1	tagged	visualized	cytoplasm,nucleus	
YDL166C	FAP7	tagged	visualized	cytoplasm,nucleus	
YOR001W	RRP6	tagged	visualized	nucleolus,nucleus	
YMR044W	IOC4	tagged	visualized	nucleus	
YKL009W	MRT4	tagged	visualized	nucleolus,nucleus	
YLR430W	SEN1	tagged	visualized	nucleus	
YDL115C	IWR1	tagged	visualized	cytoplasm,nucleus	
YKL128C	PMU1	tagged	visualized	cytoplasm,nucleus	
YJL047C	RTT101	tagged	visualized	cytoplasm,nucleus	
YML099C	ARG81	tagged	visualized	cytoplasm,nucleus	
YPL091W	GLR1	tagged	visualized	cytoplasm,mitochondrion,nucleus	
YGL035C	MIG1	tagged	visualized	cytoplasm,nucleus	
YGL127C	SOH1	tagged	visualized	nucleus	
YNL088W	TOP2	tagged	visualized	nucleus	
YDL084W	SUB2	tagged	visualized	nucleus	
YDR291W		tagged	visualized	nucleus	
YMR048W	CSM3	tagged	visualized	nucleus	
YGR278W	CWC22	tagged	visualized	cytoplasm,nucleus	
YIL026C	IRR1	tagged	visualized	nucleus	
YDL175C	AIR2	tagged	visualized	nucleus	
YPR051W	MAK3	tagged	visualized	cytoplasm,nucleus	
YLR418C	CDC73	tagged	visualized	nucleus	
YEL058W	PCM1	tagged	visualized	cytoplasm,nucleus	
YOR064C	YNG1	tagged	visualized	nucleus	
YBR195C	MSI1	tagged	visualized	cytoplasm,nucleus	
YLR107W	REX3	tagged	visualized	cytoplasm,nucleus	
YOR077W	RTS2	tagged	visualized	cytoplasm,nucleus	
YPR143W		tagged	visualized	nucleolus,nucleus	
YIL097W	FYV10	tagged	visualized	cytoplasm,nucleus	
YOL012C	HTZ1	tagged	visualized	nucleus	
YGL056C	SDS23	tagged	visualized	cytoplasm,nucleus	
YDL051W	LHP1	tagged	visualized	nucleus	
YJL052W	TDH1	tagged	visualized	cytoplasm,nucleus	
YOR028C	CIN5	tagged	visualized	cytoplasm,nucleus	
YDR295C	PLO2	tagged	visualized	nucleus	
YDR034C	LYS14	tagged	visualized	cytoplasm,nucleus	
YML093W	UTP14	tagged	visualized	nucleolus,nucleus	
YIL079C	AIR1	tagged	visualized	cytoplasm,nucleus	
YJL010C		tagged	visualized	nucleolus,nucleus	
YOR141C	ARP8	tagged	visualized	nucleus	
YLR328W	NMA1	tagged	visualized	cytoplasm,nucleus	
YOR113W	AZF1	tagged	visualized	nucleus	
YBL046W		tagged	visualized	nucleus	
YPL125W	KAP120	tagged	visualized	cytoplasm,nucleus	
YLR383W	RHC18	tagged	visualized	cytoplasm,nucleus	
YDR004W	RAD57	tagged	visualized	cytoplasm,nucleus	
YLR176C	RFX1	tagged	visualized	nucleus	
YJR022W	LSM8	tagged	visualized	cytoplasm,nucleus	
YDR103W	STE5	tagged	visualized	cytoplasm,nucleus	
YGL046W		tagged	visualized	cytoplasm,nucleus	
YMR009W		tagged	visualized	cytoplasm,nucleus	
YKR063C	LAS1	tagged	visualized	nucleus	
YDR177W	UBC1	tagged	visualized	cytoplasm,nucleus	
YLR196W	PWP1	tagged	visualized	cytoplasm,nucleolus,nucleus	
YMR074C		tagged	visualized	cytoplasm,nucleus	
YCL050C	APA1	tagged	visualized	cytoplasm,nucleus	
YDR043C	NRG1	tagged	visualized	cytoplasm,nucleus	
YJL090C	DPB11	tagged	visualized	cytoplasm,nucleus	
YBR173C	UMP1	tagged	visualized	cytoplasm,nucleus	
YDR014W	RAD61	tagged	visualized	nucleus	
YMR093W	UTP15	tagged	visualized	nucleolus,nucleus	
YER034W		tagged	visualized	cytoplasm,nucleus	
YNL313C		tagged	visualized	cytoplasm,nucleus	
YGR262C	BUD32	tagged	visualized	cytoplasm,nucleus	
YGR048W	UFD1	tagged	visualized	cytoplasm,nucleus	
YOR308C	SNU66	tagged	visualized	nucleus	
YMR042W	ARG80	tagged	visualized	nucleus	
YFR004W	RPN11	tagged	visualized	cytoplasm,nucleus	
YHR085W	IPI1	tagged	visualized	nucleus	
YCR063W	BUD31	tagged	visualized	nucleus	
YPR045C		tagged	visualized	nucleus	
YGR017W		tagged	visualized	cytoplasm,nucleus	
YHR061C	GIC1	tagged	visualized	cytoplasm,nucleus	
YDR362C	TFC6	tagged	visualized	nucleus	
YDR145W	TAF12	tagged	visualized	nucleus	
YAR014C	BUD14	tagged	visualized	cytoplasm,nucleus	
YLR015W	BRE2	tagged	visualized	nucleus	
YDR098C	GRX3	tagged	visualized	cytoplasm,nucleus	
YDR050C	TPI1	tagged	visualized	cytoplasm,nucleus	
YGR275W	RTT102	tagged	visualized	nucleus	
YOR272W	YTM1	tagged	visualized	nucleolus,nucleus	
YJR069C	HAM1	tagged	visualized	cytoplasm,nucleus	
YPL047W		tagged	visualized	nucleus	
YLL039C	UBI4	tagged	visualized	cytoplasm,nucleus	
YJL006C	CTK2	tagged	visualized	nucleus	
YPL177C	CUP9	tagged	visualized	cytoplasm,nucleus	
YNR015W	SMM1	tagged	visualized	cytoplasm,nucleus	
YGL244W	RTF1	tagged	visualized	nucleus	
YHR165C	PRP8	tagged	visualized	cytoplasm,nucleus	
YLR074C	BUD20	tagged	visualized	ER,nucleus	
YKL086W		tagged	visualized	cytoplasm,nucleus	
YOR209C	NPT1	tagged	visualized	cytoplasm,nucleus	
YNL162W-A		tagged	visualized	cytoplasm,nucleus	
YFL007W	BLM3	tagged	visualized	cytoplasm,nucleus	
YIL036W	CST6	tagged	visualized	nucleus	
YOR185C	GSP2	tagged	visualized	cytoplasm,nucleus	
YKL024C	URA6	tagged	visualized	cytoplasm,nucleus	
YGR135W	PRE9	tagged	visualized	cytoplasm,nucleus	
YBR249C	ARO4	tagged	visualized	cytoplasm,nucleus	
YOR138C		tagged	visualized	cytoplasm,nucleus	
YMR070W	MOT3	tagged	visualized	nucleus	
YIL126W	STH1	tagged	visualized	nucleus	
YDR180W	SCC2	tagged	visualized	nucleus	
YPL153C	RAD53	tagged	visualized	nucleus	
YDR325W	YCG1	tagged	visualized	nucleolus,nucleus	
YOL005C	RPB11	tagged	visualized	nucleus	
YMR038C	LYS7	tagged	visualized	cytoplasm,nucleus	
YLR090W	XDJ1	tagged	visualized	mitochondrion,nucleus	
YCR060W		tagged	visualized	cytoplasm,nucleus	
YNL004W	HRB1	tagged	visualized	nucleus	
YPL273W	SAM4	tagged	visualized	cytoplasm,nucleus	
YBL061C	SKT5	tagged	visualized	bud neck,cytoplasm,nucleus	
YPR127W		tagged	visualized	cytoplasm,nucleus	
YFR034C	PHO4	tagged	visualized	cytoplasm,nucleus	
YMR002W		tagged	visualized	cytoplasm,nucleus	
YNL123W		tagged	visualized	nucleus	
YLR032W	RAD5	tagged	visualized	cytoplasm,nucleus	
YJL157C	FAR1	tagged	visualized	nucleus	
YMR220W	ERG8	tagged	visualized	cytoplasm,nucleus	
YNL098C	RAS2	tagged	visualized	cytoplasm,nucleus	
YNL022C		tagged	visualized	cytoplasm,nucleolus,nucleus	
YHR052W	CIC1	tagged	visualized	nucleolus,nucleus	
YMR314W	PRE5	tagged	visualized	cytoplasm,nucleus	
YOR375C	GDH1	tagged	visualized	cytoplasm,nucleus	
YGL125W	MET13	tagged	visualized	cytoplasm,nucleus	
YLR085C	ARP6	tagged	visualized	cytoplasm,nucleus	
YFR050C	PRE4	tagged	visualized	cytoplasm,nucleus	
YOR107W	RGS2	tagged	visualized	cytoplasm,nucleus	
YOR249C	APC5	tagged	visualized	nucleus	
YKR081C	RPF2	tagged	visualized	nucleolus,nucleus	
YEL037C	RAD23	tagged	visualized	cytoplasm,nucleus	
YEL008W		tagged	visualized	cytoplasm,nucleus	
YMR099C		tagged	visualized	cytoplasm,nucleus	
YMR037C	MSN2	tagged	visualized	cytoplasm,nucleus	
YCR051W		tagged	visualized	cytoplasm,nucleus	
YDR167W	TAF10	tagged	visualized	nucleus	
YPR056W	TFB4	tagged	visualized	nucleus	
YDL030W	PRP9	tagged	visualized	nucleus	
YNL167C	SKO1	tagged	visualized	cytoplasm,nucleus	
YLR145W		tagged	visualized	cytoplasm,nucleus	
YGL116W	CDC20	tagged	visualized	cytoplasm,nucleus	
YNL090W	RHO2	tagged	visualized	cytoplasm,nucleus	
YGL078C	DBP3	tagged	visualized	nucleolus,nucleus	
YLR357W	RSC2	tagged	visualized	nucleus	
YLR103C	CDC45	tagged	visualized	nucleus	
YJL026W	RNR2	tagged	visualized	cytoplasm,nucleus	
YMR078C	CTF18	tagged	visualized	cytoplasm,nucleus	
YDR318W	MCM21	tagged	visualized	nucleus,spindle pole	
YGL133W	ITC1	tagged	visualized	nucleus	
YEL012W	UBC8	tagged	visualized	cytoplasm,nucleus	
YDR235W	PRP42	tagged	visualized	nucleus	
YFL045C	SEC53	tagged	visualized	cytoplasm,nucleus	
YBL033C	RIB1	tagged	visualized	cytoplasm,nucleus	
YPR186C	PZF1	tagged	visualized	cytoplasm,nucleus	
YDL056W	MBP1	tagged	visualized	nucleus	
YBL069W	AST1	tagged	visualized	cytoplasm,nucleus	
YNL250W	RAD50	tagged	visualized	cytoplasm,nucleus	
YBR135W	CKS1	tagged	visualized	cytoplasm,nucleus	
YDL131W	LYS21	tagged	visualized	nucleus	
YIL148W	RPL40A	tagged	visualized	cytoplasm,nucleus	
YJR060W	CBF1	tagged	visualized	nucleus	
YPL203W	TPK2	tagged	visualized	nucleus	
YBR175W	SWD3	tagged	visualized	cytoplasm,nucleus	
YDR075W	PPH3	tagged	visualized	cytoplasm,nucleus	
YJR119C		tagged	visualized	cytoplasm,nucleus	
YBR011C	IPP1	tagged	visualized	cytoplasm,nucleus	
YNR038W	DBP6	tagged	visualized	nucleolus,nucleus	
YOL089C	HAL9	tagged	visualized	cytoplasm,nucleus	
YKR064W		tagged	visualized	cytoplasm,nucleus	
YGR003W	CUL3	tagged	visualized	cytoplasm,nucleus	
YKR029C	SET3	tagged	visualized	nucleus	
YML046W	PRP39	tagged	visualized	nucleus	
YJL194W	CDC6	tagged	visualized	cytoplasm,nucleus	
YMR030W		tagged	visualized	cytoplasm,nucleus	
YHR041C	SRB2	tagged	visualized	cytoplasm,nucleus	
YKL021C	MAK11	tagged	visualized	nucleolus,nucleus	
YDL141W	BPL1	tagged	visualized	cytoplasm,nucleus	
YOR352W		tagged	visualized	cytoplasm,nucleus	
YPR065W	ROX1	tagged	visualized	nucleus	
YGL241W	KAP114	tagged	visualized	cytoplasm,nucleus	
YER111C	SWI4	tagged	visualized	cytoplasm,nucleus	
YBR060C	ORC2	tagged	visualized	cytoplasm,nucleus	
YML062C	MFT1	tagged	visualized	nucleus	
YDR451C	YHP1	tagged	visualized	nucleus	
YPR168W	NUT2	tagged	visualized	cytoplasm,nucleus	
YDR155C	CPR1	tagged	visualized	cytoplasm,nucleus	
YHR154W	RTT107	tagged	visualized	nucleus	
YOR372C	NDD1	tagged	visualized	cytoplasm,nucleus	
YAL014C	SYN8	tagged	visualized	cytoplasm,nucleus	
YBL003C	HTA2	tagged	visualized	nucleus	
YNL154C	YCK2	tagged	visualized	cytoplasm,nucleus	
YJR006W	HYS2	tagged	visualized	nucleus	
YNR053C	NOG2	tagged	visualized	nucleus	
YGR042W		tagged	visualized	cytoplasm,nucleus	
YOR355W	GDS1	tagged	visualized	cytoplasm,nucleus	
YDR395W	SXM1	tagged	visualized	cytoplasm,nucleus	
YNL206C	RTT106	tagged	visualized	nucleus	
YGR161C	RTS3	tagged	visualized	cytoplasm,nucleus	
YNL262W	POL2	tagged	visualized	cytoplasm,nucleus	
YGR272C		tagged	visualized	cytoplasm,nucleus	
YEL019C	MMS21	tagged	visualized	cytoplasm,nucleus	
YDR365C		tagged	visualized	nucleolus,nucleus	
YGL048C	RPT6	tagged	visualized	nucleus	
YOR244W	ESA1	tagged	visualized	nucleus	
YDR412W		tagged	visualized	nucleolus,nucleus	
YGR071C		tagged	visualized	nucleus	
YNL135C	FPR1	tagged	visualized	cytoplasm,nucleus	
YJL088W	ARG3	tagged	visualized	cytoplasm,nucleus	
YER067W		tagged	visualized	cytoplasm,nucleus	
YNL036W	NCE103	tagged	visualized	cytoplasm,nucleus	
YDR499W	LCD1	tagged	visualized	cytoplasm,nucleus	
YKL095W	YJU2	tagged	visualized	nucleus	
YLR278C		tagged	visualized	nucleus	
YML041C	VPS71	tagged	visualized	nucleus	
YGR047C	TFC4	tagged	visualized	cytoplasm,nucleus	
YDR207C	UME6	tagged	visualized	nucleus	
YNR023W	SNF12	tagged	visualized	nucleus	
YOL038W	PRE6	tagged	visualized	cytoplasm,nucleus	
YBL001C	ECM15	tagged	visualized	cytoplasm,nucleus	
YER117W	RPL23B	tagged	visualized	nucleus	
YKR096W		tagged	visualized	cytoplasm,nucleus	
YDL155W	CLB3	tagged	visualized	cytoplasm,nucleus	
YKR080W	MTD1	tagged	visualized	cytoplasm,nucleus	
YGL162W	SUT1	tagged	visualized	cytoplasm,nucleus	
YBR152W	SPP381	tagged	visualized	nucleus	
YFL031W	HAC1	tagged	visualized	cytoplasm,nucleus	
YKL058W	TOA2	tagged	visualized	nucleus	
YBL026W	LSM2	tagged	visualized	cytoplasm,nucleus	
YKL053C-A	MDM35	tagged	visualized	cytoplasm,nucleus	
YOR039W	CKB2	tagged	visualized	cytoplasm,nucleus	
YGL026C	TRP5	tagged	visualized	cytoplasm,nucleus	
YHR070W	TRM5	tagged	visualized	cytoplasm,nucleus	
YBR142W	MAK5	tagged	visualized	nucleolus,nucleus	
YMR233W	TRI1	tagged	visualized	cytoplasm,nucleolus,nucleus	
YNL232W	CSL4	tagged	visualized	cytoplasm,nucleolus,nucleus	
YGR116W	SPT6	tagged	visualized	nucleus	
YBR188C	NTC20	tagged	visualized	nucleus	
YBL091C	MAP2	tagged	visualized	cytoplasm,nucleus	
YMR263W	SAP30	tagged	visualized	nucleus	
YLL036C	PRP19	tagged	visualized	nucleus	
YNL035C		tagged	visualized	nucleus	
YMR236W	TAF9	tagged	visualized	nucleus	
YER152C		tagged	visualized	cytoplasm,nucleus	
YKL022C	CDC16	tagged	visualized	nucleus	
YML069W	POB3	tagged	visualized	nucleus	
YJL190C	RPS22A	tagged	visualized	nucleolus,nucleus	
YIL131C	FKH1	tagged	visualized	nucleus	
YGR152C	RSR1	tagged	visualized	cytoplasm,nucleus	
YIL084C	SDS3	tagged	visualized	nucleus	
YOR275C	RIM20	tagged	visualized	cytoplasm,nucleus	
YBL054W		tagged	visualized	cytoplasm,nucleus	
YOL017W	ESC8	tagged	visualized	cytoplasm,nucleus	
YDR118W	APC4	tagged	visualized	cytoplasm,nucleus	
YML058W	SML1	tagged	visualized	cytoplasm,nucleus	
YPR101W	SNT309	tagged	visualized	nucleus	
YDR346C	SGI1	tagged	visualized	cytoplasm,nucleus	
YMR208W	ERG12	tagged	visualized	cytoplasm,nucleus	
YLR154C	RNH203	tagged	visualized	cytoplasm,nucleus	
YDR083W	RRP8	tagged	visualized	nucleolus,nucleus	
YIL061C	SNP1	tagged	visualized	cytoplasm,nucleus	
YGR043C		tagged	visualized	nucleus	
YOL057W		tagged	visualized	cytoplasm,nucleus	
YJL121C	RPE1	tagged	visualized	cytoplasm,nucleus	
YLR438C-A	LSM3	tagged	visualized	cytoplasm,nucleus	
YPL247C		tagged	visualized	cytoplasm,nucleus	
YMR268C	PRP24	tagged	visualized	cytoplasm,nucleus	
YML004C	GLO1	tagged	visualized	cytoplasm,nucleus	
YKL130C	SHE2	tagged	visualized	cytoplasm,nucleus	
YFL021W	GAT1	tagged	visualized	cytoplasm,nucleus	
YJL110C	GZF3	tagged	visualized	cytoplasm,nucleus	
YHR195W	NVJ1	tagged	visualized	nucleus,spindle pole	
YOL051W	GAL11	tagged	visualized	nucleus	
YGR111W		tagged	visualized	cytoplasm,nucleus	
YOL028C	YAP7	tagged	visualized	nucleus	
YDR303C	RSC3	tagged	visualized	nucleus	
YNL175C	NOP13	tagged	visualized	nucleolus,nucleus	
YHR132W-A		tagged	visualized	cytoplasm,nucleus	
YNR010W	CSE2	tagged	visualized	nucleus	
YNL077W	APJ1	tagged	visualized	cytoplasm,nucleus	
YPL260W		tagged	visualized	cytoplasm,nucleus	
YLR316C	TAD3	tagged	visualized	cytoplasm,nucleus	
YLR079W	SIC1	tagged	visualized	cytoplasm,nucleus	
YLR258W	GSY2	tagged	visualized	cytoplasm,nucleus,punctate composite	
YER173W	RAD24	tagged	visualized	cytoplasm,nucleus	
YLR399C	BDF1	tagged	visualized	nucleus	
YJR050W	ISY1	tagged	visualized	cytoplasm,nucleus	
YDL060W	TSR1	tagged	visualized	cytoplasm,nucleus	
YKR038C	KAE1	tagged	visualized	cytoplasm,nucleus	
YJL030W	MAD2	tagged	visualized	cytoplasm,nucleus	
YER037W	PHM8	tagged	visualized	cytoplasm,nucleus	
YML010W	SPT5	tagged	visualized	nucleus	
YPL204W	HRR25	tagged	visualized	ambiguous,bud neck,cytoplasm,nucleus,bud	
YPL166W		tagged	visualized	cytoplasm,nucleus,punctate composite	
YKL113C	RAD27	tagged	visualized	nucleus	
YLR231C	BNA5	tagged	visualized	cytoplasm,nucleus	
YGR156W	PTI1	tagged	visualized	nucleus	
YMR069W	NAT4	tagged	visualized	cytoplasm,nucleus	
YJR046W	TAH11	tagged	visualized	cytoplasm,nucleus	
YOR283W		tagged	visualized	cytoplasm,nucleus	
YDR530C	APA2	tagged	visualized	cytoplasm,nucleus	
YMR019W	STB4	tagged	visualized	nucleus	
YLR218C		tagged	visualized	cytoplasm,nucleus	
YDL125C	HNT1	tagged	visualized	cytoplasm,nucleus	
YOR073W		tagged	visualized	nucleus,spindle pole	
YGL043W	DST1	tagged	visualized	nucleus	
YMR176W	ECM5	tagged	visualized	nucleus	
YGR268C	HUA1	tagged	visualized	cytoplasm,nucleus	
YPR180W	AOS1	tagged	visualized	nucleus	
YKL166C	TPK3	tagged	visualized	cytoplasm,nucleus	
YGL131C	SNT2	tagged	visualized	cytoplasm,nucleus	
YKL185W	ASH1	tagged	visualized	nucleus	
YGL016W	KAP122	tagged	visualized	cytoplasm,nuclear periphery,nucleus	
YDR051C		tagged	visualized	cytoplasm,nucleus	
YLR223C	IFH1	tagged	visualized	nucleus	
YDR111C		tagged	visualized	cytoplasm,nucleus	
YER062C	HOR2	tagged	visualized	cytoplasm,nucleus	
YLR441C	RPS1A	tagged	visualized	cytoplasm,nucleus	
YOL123W	HRP1	tagged	visualized	nucleus	
YMR021C	MAC1	tagged	visualized	cytoplasm,nucleus	
YJL164C	TPK1	tagged	visualized	cytoplasm,nucleus	
YDL147W	RPN5	tagged	visualized	nucleus	
YAL061W		tagged	visualized	cytoplasm,nucleus	
YKL114C	APN1	tagged	visualized	mitochondrion,nucleus	
YPL068C		tagged	visualized	nucleus	
YMR174C	PAI3	tagged	visualized	cytoplasm,nucleus	
YLR136C	TIS11	tagged	visualized	cytoplasm,nucleus	
YMR164C	MSS11	tagged	visualized	cytoplasm,nucleus	
YPL071C		tagged	visualized	cytoplasm,nucleus	
YKR041W		tagged	visualized	cytoplasm,nucleus	
YLR071C	RGR1	tagged	visualized	nucleus	
YGR219W		tagged	visualized	cytoplasm,nucleus	
YDL078C	MDH3	tagged	visualized	cytoplasm,nucleus	
YJR009C	TDH2	tagged	visualized	cytoplasm,nucleus	
YLR059C	REX2	tagged	visualized	mitochondrion,nucleus	
YGL151W	NUT1	tagged	visualized	nucleus	
YNR027W	BUD17	tagged	visualized	cytoplasm,nucleus	
YLL009C	COX17	tagged	visualized	cytoplasm,nucleus	
YHR206W	SKN7	tagged	visualized	nucleus	
YBR087W	RFC5	tagged	visualized	nucleus	
YOR358W	HAP5	tagged	visualized	cytoplasm,nucleus	
YOR157C	PUP1	tagged	visualized	cytoplasm,nucleus	
YBR237W	PRP5	tagged	visualized	nucleus	
YMR091C	NPL6	tagged	visualized	nucleus	
YDL235C	YPD1	tagged	visualized	cytoplasm,nucleus	
YHR066W	SSF1	tagged	visualized	nucleolus,nucleus	
YDR457W	TOM1	tagged	visualized	nucleolus,nucleus	
YKL069W		tagged	visualized	cytoplasm,nucleus	
YOR337W	TEA1	tagged	visualized	cytoplasm,nucleus	
YCR065W	HCM1	tagged	visualized	cytoplasm,nucleus	
YDR397C	NCB2	tagged	visualized	nucleus	
YPR152C		tagged	visualized	nucleus	
YLR118C		tagged	visualized	cytoplasm,nucleus	
YIL010W	DOT5	tagged	visualized	nucleus	
YLR455W		tagged	visualized	nucleus	
YGR103W	NOP7	tagged	visualized	nucleolus,nucleus	
YLR068W	FYV7	tagged	visualized	nucleolus,nucleus	
YGR058W		tagged	visualized	cytoplasm,nucleus	
YLR266C	PDR8	tagged	visualized	cytoplasm,nucleus	
YPL228W	CET1	tagged	visualized	nucleus	
YAL054C	ACS1	tagged	visualized	cytoplasm,nucleus	
YML021C	UNG1	tagged	visualized	cytoplasm,nucleus	
YER084W		tagged	visualized	cytoplasm,nucleus	
YIR015W	RPR2	tagged	visualized	nucleus	
YMR067C		tagged	visualized	cytoplasm,nucleus	
YCR036W	RBK1	tagged	visualized	cytoplasm,nucleus	
YML022W	APT1	tagged	visualized	cytoplasm,nucleus	
YNL112W	DBP2	tagged	visualized	cytoplasm,nucleus	
YJR105W	ADO1	tagged	visualized	cytoplasm,nucleus	
YCR018C-A		tagged	visualized	cytoplasm,nucleus	
YGR013W	SNU71	tagged	visualized	cytoplasm,nucleus	
YLL024C	SSA2	tagged	visualized	cytoplasm,nucleus	
YIL035C	CKA1	tagged	visualized	cytoplasm,nucleus	
YER002W	NOP16	tagged	visualized	nucleolus,nucleus	
YDR409W	SIZ1	tagged	visualized	cytoplasm,nucleus	
YGL071W	RCS1	tagged	visualized	cytoplasm,nucleus	
YGL097W	SRM1	tagged	visualized	nucleus	
YLR116W	MSL5	tagged	visualized	nucleus	
YEL066W	HPA3	tagged	visualized	cytoplasm,nucleus	
YDR400W	URH1	tagged	visualized	cytoplasm,nucleus	
YGR030C	POP6	tagged	visualized	nucleus	
YCL035C	GRX1	tagged	visualized	cytoplasm,nucleus	
YGR246C	BRF1	tagged	visualized	nucleus	
YOR051C		tagged	visualized	nucleus	
YFL014W	HSP12	tagged	visualized	cytoplasm,nucleus	
YEL047C		tagged	visualized	cytoplasm,nucleus	
YDR496C	PUF6	tagged	visualized	nucleolus,nucleus	
YDL124W		tagged	visualized	cytoplasm,nucleus	
YDR121W	DPB4	tagged	visualized	cytoplasm,nucleus	
YOR207C	RET1	tagged	visualized	nucleus	
YDL048C	STP4	tagged	visualized	cytoplasm,mitochondrion,nucleus	
YDL150W	RPC53	tagged	visualized	nucleus	
YKL015W	PUT3	tagged	visualized	cytoplasm,nucleus	
YBR088C	POL30	tagged	visualized	nucleus	
YAL041W	CDC24	tagged	visualized	cytoplasm,nucleus	
YNL277W	MET2	tagged	visualized	cytoplasm,nucleus	
YOR083W	WHI5	tagged	visualized	cytoplasm,nucleus	
YNL254C		tagged	visualized	cytoplasm,nucleus	
YMR079W	SEC14	tagged	visualized	cytoplasm,nucleus	
YDR465C	RMT2	tagged	visualized	cytoplasm,nucleus	
YPR062W	FCY1	tagged	visualized	cytoplasm,nucleus	
YNL201C	PSY2	tagged	visualized	nucleus	
YCR018C	SRD1	tagged	visualized	cytoplasm,nucleus	
YOR148C	SPP2	tagged	visualized	cytoplasm,nucleus	
YPR073C	LTP1	tagged	visualized	cytoplasm,nucleus	
YML113W	DAT1	tagged	visualized	nucleus	
YDR007W	TRP1	tagged	visualized	cytoplasm,nucleus	
YDR217C	RAD9	tagged	visualized	cytoplasm,nucleus	
YHR166C	CDC23	tagged	visualized	nucleus	
YNL045W		tagged	visualized	cytoplasm,nucleus	
YNL245C	CWC25	tagged	visualized	nucleus	
YER040W	GLN3	tagged	visualized	cytoplasm,nucleus	
YHR119W	SET1	tagged	visualized	ambiguous,nucleus	
YPL046C	ELC1	tagged	visualized	cytoplasm,nucleus	
YHR006W	STP2	tagged	visualized	cytoplasm,nucleus	
YML074C	FPR3	tagged	visualized	nucleolus,nucleus	
YDR213W	UPC2	tagged	visualized	nucleus	
YDR314C		tagged	visualized	nucleus	
YJR017C	ESS1	tagged	visualized	cytoplasm,nucleus	
YDL053C		tagged	visualized	cytoplasm,nucleus	
YML080W	DUS1	tagged	visualized	nucleus	
YLR005W	SSL1	tagged	visualized	nucleus	
YLR186W	EMG1	tagged	visualized	cytoplasm,nucleus	
YDL080C	THI3	tagged	visualized	nucleus	
YMR226C		tagged	visualized	cytoplasm,nucleus	
YDL190C	UFD2	tagged	visualized	cytoplasm,nucleus	
YDR463W	STP1	tagged	visualized	nucleus	
YLR210W	CLB4	tagged	visualized	nucleus,spindle pole	
YBL016W	FUS3	tagged	visualized	cytoplasm,nucleus	
YAL032C	PRP45	tagged	visualized	nucleus	
YML092C	PRE8	tagged	visualized	nucleus	
YKL059C	MPE1	tagged	visualized	nucleus	
YDL140C	RPO21	tagged	visualized	nucleus	
YKL216W	URA1	tagged	visualized	cytoplasm,nucleus	
YGL220W		tagged	visualized	cytoplasm,nucleus	
YBR114W	RAD16	tagged	visualized	cytoplasm,nucleus	
YDR176W	NGG1	tagged	visualized	nucleus	
YER162C	RAD4	tagged	visualized	cytoplasm,nucleus	
YLR321C	SFH1	tagged	visualized	nucleus	
YPR108W	RPN7	tagged	visualized	nucleus	
YIL091C		tagged	visualized	nucleolus,nucleus	
YMR280C	CAT8	tagged	visualized	cytoplasm,nucleus	
YOR304W	ISW2	tagged	visualized	nucleus	
YKL010C	UFD4	tagged	visualized	cytoplasm,nucleus	
YMR234W	RNH1	tagged	visualized	cytoplasm,nucleus	
YBR089C-A	NHP6B	tagged	visualized	nucleus	
YIL110W		tagged	visualized	cytoplasm,nucleus	
